,from_id,total_distance,walking_distance,transfers,travel_time_total,walking_time,wait_time_total
923,o_360610201011,801.9411432,645.473,0,11.68333333,10.96666667,1.566666667
924,o_360610201021,877.3200666,760.931,0,13.83333333,13.03333333,1.416666667
925,o_360610201022,800.9020666,684.513,0,12.5,11.7,2.75
926,o_360610201023,756.9200666,640.531,0,11.73333333,10.93333333,3.516666667
927,o_360610201024,846.8330666,730.444,0,13.3,12.5,1.95
928,o_360610203001,933.49274,681.441,0,12.71666667,11.58333333,2.5
929,o_360610203002,787.4961432,631.028,0,11.55,10.83333333,1.7
930,o_360610205001,1188.49976,890.499,0,17.01666667,15.13333333,4.8
931,o_360610205002,734.3198636,576.171,0,10.48333333,9.766666667,1.733333333
932,o_360610205003,1250.968632,634.857,0,14.7,10.78333333,1.783333333
933,o_360610206001,1140.812179,1002.509,0,18.11666667,17,3.433333333
934,o_360610206002,1159.363179,1021.06,0,18.43333333,17.31666667,3.116666667
935,o_360610207011,790.1718681,641.131,0,11.7,10.95,1.483333333
936,o_360610207012,894.54174,642.49,0,12.06666667,10.93333333,3.15
937,o_360610208001,531.0213746,315.35,0,6.483333333,5.3,1.25
938,o_360610208002,691.5104766,238.524,0,6.466666667,3.966666667,1.266666667
939,o_360610208003,1154.005179,1015.702,0,18.26666667,17.15,3.283333333
940,o_360610209011,1869.754087,827.79,1,17.85,14.18333333,5.4
941,o_360610209012,937.51374,685.462,0,12.83333333,11.7,2.383333333
942,o_360610210001,1082.560262,909.814,0,16.61666667,15.31666667,1.583333333
943,o_360610210002,1023.4104,790.113,0,14.3,13.35,1.183333333
944,o_360610210003,863.6934003,630.396,0,11.58333333,10.63333333,3.9
945,o_360610210004,861.1354003,627.838,0,11.5,10.55,3.983333333
946,o_360610210005,1241.940626,1090.846,0,19.08333333,18.36666667,1.15
947,o_360610210006,838.0106999,642.409,0,11.71666667,10.8,5.233333333
948,o_360610211001,1409.56659,1227.233,0,21.96666667,20.85,2.466666667
949,o_360610211002,1584.553022,1144.007,0,22.1,19.38333333,2.333333333
950,o_360610211003,1223.560562,1041.233,0,18.7,17.66666667,1.333333333
951,o_360610211004,1580.240698,582.511,0,12.43333333,9.933333333,1.833333333
952,o_360610211005,1050.855752,572.417,0,11.95,9.766666667,3.266666667
953,o_360610211006,918.91274,666.861,0,12.5,11.36666667,2.716666667
954,o_360610211007,861.53374,609.482,0,11.46666667,10.33333333,3.75
955,o_360610212001,627.8552597,455.109,0,8.716666667,7.716666667,4.933333333
956,o_360610212002,855.6046999,660.003,0,11.98333333,11.06666667,4.966666667
957,o_360610212003,492.5753746,276.904,0,5.8,4.616666667,1.933333333
958,o_360610212004,606.6844228,411.083,0,8.016666667,6.916666667,2.766666667
959,o_360610213031,2743.857329,574.256,1,21.58333333,9.733333333,5.183333333
960,o_360610213032,1332.081081,588.577,0,13.36666667,10.01666667,1.85
961,o_360610213033,2060.968839,1202.879,0,21.83333333,20.33333333,5.116666667
962,o_360610213034,1895.089087,853.125,1,18.28333333,14.61666667,4.966666667
963,o_360610214001,994.0324249,417.589,0,10.36666667,7.083333333,3.283333333
964,o_360610214002,745.7792597,573.033,0,10.78333333,9.783333333,2.866666667
