GEOID_TEXT,GEOID,NAME,borough,total_population,total_households,no_vehicle_households,no_vehicle_rate,total_workers_16_plus,public_transit_workers,public_transit_commute_rate,under_18_population,under_18_rate,age_65_plus_population,age_65_plus_rate,white_non_hispanic_population,white_non_hispanic_rate,black_non_hispanic_population,black_non_hispanic_rate,asian_non_hispanic_population,asian_non_hispanic_rate,hispanic_population,hispanic_rate,limited_english_households,limited_english_rate,TRACT_GEOID,tract_poverty_universe,tract_below_poverty_population,tract_poverty_rate,tract_disability_universe,tract_disabled_population,tract_disability_rate,tract_insurance_universe,tract_uninsured_population,tract_uninsured_rate,ALAND,land_area_sq_km,population_density_per_sq_km
360050251005,360050251005,Block Group 5; Census Tract 251; Bronx County; New York,Bronx,2491,771,626,0.8119325551,862,345,0.4002320186,1013,0.4066639904,200,0.08028904055,0,0,285,0.1144118828,0,0,2206,0.8855881172,327,0.4241245136,36005025100,6983,2828,0.4049835314,6983,1730,0.2477445224,6983,813,0.116425605,57014,0.057014,43691.02326
360050025005,360050025005,Block Group 5; Census Tract 25; Bronx County; New York,Bronx,1027,289,289,1,427,281,0.6580796253,274,0.2667964946,0,0,21,0.02044790652,0,0,0,0,1006,0.9795520935,31,0.107266436,36005002500,5111,2292,0.4484445314,5117,975,0.1905413328,5117,555,0.1084619894,34175,0.034175,30051.20702
360050263005,360050263005,Block Group 5; Census Tract 263; Bronx County; New York,Bronx,1651,508,508,1,390,228,0.5846153846,156,0.09448818898,856,0.5184736523,170,0.1029678982,374,0.2265293761,8,0.004845548153,1073,0.649909146,142,0.2795275591,36005026300,5743,1357,0.2362876545,5743,951,0.1655928957,5743,285,0.0496256312,40707,0.040707,40558.13496
360050266025,360050266025,Block Group 5; Census Tract 266.02; Bronx County; New York,Bronx,837,270,237,0.8777777778,460,142,0.3086956522,212,0.2532855436,113,0.1350059737,137,0.1636798088,33,0.0394265233,132,0.1577060932,535,0.6391875747,73,0.2703703704,36005026602,5900,1002,0.1698305085,5900,1137,0.1927118644,5900,320,0.05423728814,38287,0.038287,21861.20615
360050267025,360050267025,Block Group 5; Census Tract 267.02; Bronx County; New York,Bronx,816,266,261,0.9812030075,321,117,0.3644859813,297,0.3639705882,140,0.1715686275,0,0,162,0.1985294118,0,0,654,0.8014705882,98,0.3684210526,36005026702,6827,1379,0.2019920902,6817,1045,0.1532932375,6817,692,0.1015109286,17148,0.017148,47585.72428
360050279005,360050279005,Block Group 5; Census Tract 279; Bronx County; New York,Bronx,933,476,431,0.9054621849,523,132,0.2523900574,147,0.1575562701,240,0.2572347267,219,0.2347266881,175,0.1875669882,0,0,536,0.5744908896,0,0,36005027900,8037,1379,0.1715814359,8003,1313,0.1640634762,8003,540,0.06747469699,26980,0.02698,34581.17124
360050300005,360050300005,Block Group 5; Census Tract 300; Bronx County; New York,Bronx,1264,395,199,0.5037974684,590,138,0.2338983051,252,0.1993670886,109,0.08623417722,693,0.5482594937,0,0,42,0.0332278481,529,0.4185126582,83,0.2101265823,36005030000,6860,625,0.09110787172,6920,604,0.08728323699,6920,295,0.0426300578,65729,0.065729,19230.47665
360050323005,360050323005,Block Group 5; Census Tract 323; Bronx County; New York,Bronx,285,36,0,0,70,0,0,55,0.1929824561,35,0.1228070175,239,0.8385964912,27,0.09473684211,2,0.00701754386,17,0.05964912281,0,0,36005032300,4923,175,0.03554743043,4923,767,0.1557993094,4923,64,0.01300020313,99460,0.09946,2865.473557
360050358005,360050358005,Block Group 5; Census Tract 358; Bronx County; New York,Bronx,1005,376,92,0.2446808511,461,35,0.07592190889,285,0.2835820896,75,0.07462686567,0,0,884,0.87960199,0,0,121,0.12039801,0,0,36005035800,6673,619,0.09276187622,6673,688,0.103102053,6673,214,0.03206953394,72305,0.072305,13899.4537
360050361005,360050361005,Block Group 5; Census Tract 361; Bronx County; New York,Bronx,766,438,438,1,261,179,0.6858237548,111,0.1449086162,247,0.3224543081,2,0.002610966057,102,0.1331592689,0,0,617,0.8054830287,214,0.4885844749,36005036100,4678,2287,0.4888841385,4679,1166,0.2491985467,4679,139,0.02970720239,29932,0.029932,25591.34037
360050363005,360050363005,Block Group 5; Census Tract 363; Bronx County; New York,Bronx,1879,679,679,1,603,432,0.7164179104,561,0.2985630655,92,0.04896221394,9,0.004789781799,1147,0.6104310804,0,0,723,0.3847791378,55,0.08100147275,36005036300,6714,2729,0.4064641049,6718,1478,0.2200059542,6718,348,0.05180113129,30582,0.030582,61441.37074
360050379005,360050379005,Block Group 5; Census Tract 379; Bronx County; New York,Bronx,1817,441,441,1,733,234,0.3192360164,830,0.456796918,4,0.00220143093,0,0,604,0.3324160704,0,0,1213,0.6675839296,246,0.5578231293,36005037900,6293,1922,0.3054187192,6961,1757,0.2524062635,6961,305,0.04381554374,34899,0.034899,52064.52907
360050381005,360050381005,Block Group 5; Census Tract 381; Bronx County; New York,Bronx,705,475,475,1,102,102,1,89,0.1262411348,325,0.4609929078,6,0.008510638298,253,0.3588652482,0,0,413,0.5858156028,258,0.5431578947,36005038100,6523,2154,0.3302161582,6543,1032,0.1577258138,6543,591,0.09032553874,22156,0.022156,31819.82307
360050386005,360050386005,Block Group 5; Census Tract 386; Bronx County; New York,Bronx,1783,406,170,0.4187192118,766,247,0.3224543081,558,0.3129556927,136,0.07627593943,0,0,1272,0.7134043746,15,0.008412787437,409,0.2293886708,0,0,36005038600,7985,1631,0.2042579837,8012,1044,0.1303045432,8012,524,0.06540189715,62898,0.062898,28347.48323
360050389005,360050389005,Block Group 5; Census Tract 389; Bronx County; New York,Bronx,1431,371,371,1,543,140,0.2578268877,506,0.3535988819,57,0.03983228512,189,0.1320754717,59,0.04122990915,126,0.08805031447,1057,0.7386443047,45,0.1212938005,36005038900,5221,1810,0.3466768818,5412,505,0.09331116038,5412,906,0.167405765,17722,0.017722,80747.09401
360050391005,360050391005,Block Group 5; Census Tract 391; Bronx County; New York,Bronx,463,241,241,1,312,312,1,0,0,0,0,45,0.09719222462,150,0.3239740821,0,0,268,0.5788336933,196,0.8132780083,36005039100,6048,2033,0.3361441799,6071,1192,0.1963432713,6071,820,0.1350683578,24541,0.024541,18866.38686
360050393005,360050393005,Block Group 5; Census Tract 393; Bronx County; New York,Bronx,412,243,243,1,57,57,1,0,0,383,0.9296116505,47,0.1140776699,69,0.1674757282,0,0,296,0.7184466019,189,0.7777777778,36005039300,8776,3306,0.3767092069,8847,1510,0.1706793263,8847,368,0.04159602125,15885,0.015885,25936.418
360050399015,360050399015,Block Group 5; Census Tract 399.01; Bronx County; New York,Bronx,376,167,142,0.8502994012,153,110,0.7189542484,87,0.2313829787,86,0.2287234043,19,0.05053191489,157,0.4175531915,8,0.02127659574,192,0.5106382979,10,0.05988023952,36005039901,4854,987,0.2033374536,4808,459,0.09546589018,4808,547,0.1137687188,24156,0.024156,15565.49098
360050399025,360050399025,Block Group 5; Census Tract 399.02; Bronx County; New York,Bronx,637,216,216,1,240,66,0.275,223,0.3500784929,56,0.08791208791,0,0,77,0.1208791209,70,0.1098901099,490,0.7692307692,30,0.1388888889,36005039902,4706,1122,0.2384190395,4719,569,0.1205763933,4719,822,0.1741894469,24927,0.024927,25554.61949
360050039005,360050039005,Block Group 5; Census Tract 39; Bronx County; New York,Bronx,1885,645,608,0.9426356589,338,299,0.8846153846,704,0.3734748011,323,0.1713527851,89,0.04721485411,0,0,4,0.002122015915,1755,0.9310344828,140,0.2170542636,36005003900,5567,2065,0.3709358721,5581,1159,0.2076688765,5581,488,0.08743952697,57142,0.057142,32987.99482
360050401005,360050401005,Block Group 5; Census Tract 401; Bronx County; New York,Bronx,1382,527,527,1,253,187,0.7391304348,283,0.2047756874,72,0.0520984081,31,0.02243125904,275,0.1989869754,23,0.01664254703,1053,0.7619392185,57,0.1081593928,36005040100,4566,2040,0.4467805519,4622,1135,0.2455646906,4622,485,0.1049329295,23880,0.02388,57872.69682
360050405025,360050405025,Block Group 5; Census Tract 405.02; Bronx County; New York,Bronx,605,283,283,1,345,182,0.5275362319,157,0.2595041322,0,0,59,0.09752066116,29,0.0479338843,0,0,517,0.8545454545,100,0.3533568905,36005040502,5615,2013,0.3585040071,5574,601,0.1078220309,5574,444,0.0796555436,13175,0.013175,45920.30361
360050407025,360050407025,Block Group 5; Census Tract 407.02; Bronx County; New York,Bronx,644,452,452,1,180,135,0.75,0,0,94,0.1459627329,106,0.1645962733,204,0.3167701863,0,0,334,0.5186335404,67,0.1482300885,36005040702,6223,1739,0.279447212,6223,1239,0.1991001125,6223,341,0.05479672184,20401,0.020401,31567.08005
360050413005,360050413005,Block Group 5; Census Tract 413; Bronx County; New York,Bronx,1450,417,417,1,716,284,0.3966480447,448,0.3089655172,11,0.007586206897,167,0.1151724138,241,0.1662068966,97,0.06689655172,945,0.6517241379,97,0.2326139089,36005041300,7251,2037,0.2809267687,7327,889,0.1213320595,7327,818,0.1116418725,15039,0.015039,96415.98511
360050415005,360050415005,Block Group 5; Census Tract 415; Bronx County; New York,Bronx,937,396,396,1,459,416,0.9063180828,228,0.2433297759,51,0.05442902882,0,0,59,0.06296691569,107,0.1141942369,771,0.8228388474,131,0.3308080808,36005041500,5555,1288,0.2318631863,5555,536,0.09648964896,5555,597,0.1074707471,17369,0.017369,53946.68663
360050419005,360050419005,Block Group 5; Census Tract 419; Bronx County; New York,Bronx,262,159,159,1,13,0,0,45,0.1717557252,10,0.03816793893,10,0.03816793893,44,0.1679389313,0,0,208,0.7938931298,21,0.1320754717,36005041900,6199,1059,0.1708340055,6212,885,0.1424661945,6212,567,0.09127495171,16291,0.016291,16082.49954
360050421005,360050421005,Block Group 5; Census Tract 421; Bronx County; New York,Bronx,1494,380,380,1,620,479,0.7725806452,396,0.265060241,143,0.09571619813,69,0.04618473896,54,0.03614457831,0,0,1371,0.9176706827,96,0.2526315789,36005042100,5780,1763,0.305017301,5780,527,0.09117647059,5780,579,0.1001730104,94609,0.094609,15791.30949
360050425005,360050425005,Block Group 5; Census Tract 425; Bronx County; New York,Bronx,1061,301,225,0.7475083056,382,356,0.9319371728,465,0.438265787,1,0.0009425070688,513,0.4835061263,17,0.01602262017,60,0.05655042413,471,0.4439208294,33,0.1096345515,36005042500,6693,2209,0.330046317,6808,1020,0.1498237368,6808,522,0.07667450059,41082,0.041082,25826.39599
360050426005,360050426005,Block Group 5; Census Tract 426; Bronx County; New York,Bronx,413,154,59,0.3831168831,155,74,0.4774193548,144,0.3486682809,47,0.1138014528,0,0,121,0.2929782082,0,0,292,0.7070217918,0,0,36005042600,6635,1090,0.1642803316,6660,1193,0.1791291291,6660,739,0.110960961,52809,0.052809,7820.636634
360050042005,360050042005,Block Group 5; Census Tract 42; Bronx County; New York,Bronx,1483,666,501,0.7522522523,683,140,0.2049780381,555,0.3742414026,183,0.1233985165,0,0,189,0.1274443695,0,0,1294,0.8725556305,131,0.1966966967,36005004200,7755,1214,0.1565441651,7724,1165,0.1508285862,7724,364,0.04712584153,85177,0.085177,17410.80339
360050442005,360050442005,Block Group 5; Census Tract 442; Bronx County; New York,Bronx,1256,438,267,0.6095890411,382,137,0.3586387435,348,0.2770700637,390,0.3105095541,0,0,942,0.75,0,0,314,0.25,0,0,36005044200,3993,1282,0.3210618583,4003,829,0.207094679,4003,635,0.1586310267,65208,0.065208,19261.44031
360050462055,360050462055,Block Group 5; Census Tract 462.05; Bronx County; New York,Bronx,403,298,282,0.9463087248,166,80,0.4819277108,0,0,142,0.3523573201,26,0.06451612903,198,0.4913151365,0,0,179,0.4441687345,36,0.1208053691,36005046205,3633,606,0.166804294,3633,602,0.1657032755,3633,21,0.005780346821,589758,0.589758,683.331129
360050062005,360050062005,Block Group 5; Census Tract 62; Bronx County; New York,Bronx,553,218,202,0.9266055046,179,150,0.8379888268,264,0.4773960217,49,0.08860759494,0,0,234,0.4231464738,22,0.03978300181,297,0.5370705244,19,0.0871559633,36005006200,6363,2998,0.4711614019,6363,1025,0.1610875373,6363,697,0.1095395254,29726,0.029726,18603.24295
360050063015,360050063015,Block Group 5; Census Tract 63.01; Bronx County; New York,Bronx,1515,822,822,1,792,485,0.6123737374,371,0.2448844884,36,0.02376237624,34,0.02244224422,1100,0.7260726073,0,0,326,0.2151815182,0,0,36005006301,7038,2425,0.3445581131,7053,997,0.1413582873,7053,902,0.1278888416,202289,0.202289,7489.285132
360050067005,360050067005,Block Group 5; Census Tract 67; Bronx County; New York,Bronx,559,205,205,1,309,213,0.6893203883,76,0.1359570662,115,0.2057245081,0,0,6,0.01073345259,37,0.06618962433,516,0.9230769231,46,0.2243902439,36005006700,7588,4164,0.5487612019,7664,2566,0.3348121086,7664,704,0.09185803758,13427,0.013427,41632.53147
360050076005,360050076005,Block Group 5; Census Tract 76; Bronx County; New York,Bronx,1210,275,218,0.7927272727,437,306,0.700228833,422,0.3487603306,89,0.07355371901,9,0.007438016529,36,0.02975206612,440,0.3636363636,666,0.5504132231,38,0.1381818182,36005007600,5244,1071,0.2042334096,5252,560,0.1066260472,5252,734,0.1397562833,65673,0.065673,18424.61895
360050079005,360050079005,Block Group 5; Census Tract 79; Bronx County; New York,Bronx,933,435,435,1,335,34,0.1014925373,78,0.08360128617,216,0.231511254,0,0,166,0.177920686,0,0,676,0.7245444802,111,0.2551724138,36005007900,6809,2128,0.3125275371,6829,1449,0.2121833358,6829,438,0.064138234,11577,0.011577,80590.82664
360050083005,360050083005,Block Group 5; Census Tract 83; Bronx County; New York,Bronx,956,241,241,1,229,136,0.5938864629,250,0.2615062762,45,0.04707112971,21,0.0219665272,288,0.3012552301,0,0,647,0.6767782427,65,0.2697095436,36005008300,6285,1895,0.3015115354,6287,1554,0.2471767139,6287,661,0.1051375855,19593,0.019593,48792.93625
360050085005,360050085005,Block Group 5; Census Tract 85; Bronx County; New York,Bronx,891,362,362,1,251,238,0.9482071713,72,0.08080808081,144,0.1616161616,0,0,219,0.2457912458,16,0.01795735129,637,0.7149270483,85,0.2348066298,36005008500,5861,1574,0.2685548541,5866,1099,0.1873508353,5866,526,0.0896692806,17208,0.017208,51778.24268
360050087005,360050087005,Block Group 5; Census Tract 87; Bronx County; New York,Bronx,905,388,388,1,204,133,0.6519607843,234,0.2585635359,139,0.1535911602,23,0.02541436464,291,0.3215469613,0,0,583,0.644198895,146,0.3762886598,36005008700,5738,2120,0.3694667131,5807,1162,0.2001033236,5807,402,0.06922679525,20896,0.020896,43309.72435
360050090005,360050090005,Block Group 5; Census Tract 90; Bronx County; New York,Bronx,1089,477,477,1,215,104,0.4837209302,178,0.1634527089,318,0.2920110193,0,0,211,0.1937557392,0,0,878,0.8062442608,61,0.1278825996,36005009000,3764,1613,0.428533475,3861,965,0.2499352499,3861,80,0.02072002072,60193,0.060193,18091.80469
360050092005,360050092005,Block Group 5; Census Tract 92; Bronx County; New York,Bronx,991,359,304,0.8467966574,462,302,0.6536796537,137,0.1382441978,91,0.09182643794,65,0.06559031282,142,0.1432896065,13,0.01311806256,771,0.7780020182,87,0.2423398329,36005009200,5888,934,0.1586277174,5888,657,0.1115828804,5888,595,0.1010529891,49347,0.049347,20082.27451
360050093015,360050093015,Block Group 5; Census Tract 93.01; Bronx County; New York,Bronx,374,77,77,1,107,107,1,226,0.6042780749,0,0,0,0,76,0.2032085561,0,0,298,0.7967914439,0,0,36005009301,5623,1460,0.2596478748,5714,1124,0.1967098355,5714,697,0.1219810991,89185,0.089185,4193.530302
360050098005,360050098005,Block Group 5; Census Tract 98; Bronx County; New York,Bronx,1197,571,559,0.9789842382,512,232,0.453125,191,0.1595655806,244,0.2038429407,0,0,331,0.2765246449,0,0,866,0.7234753551,107,0.1873905429,36005009800,4071,504,0.1238025055,4071,1006,0.2471137313,4071,280,0.06877916974,84949,0.084949,14090.80743
360050144006,360050144006,Block Group 6; Census Tract 144; Bronx County; New York,Bronx,1080,420,136,0.3238095238,534,215,0.4026217228,230,0.212962963,163,0.1509259259,56,0.05185185185,156,0.1444444444,68,0.06296296296,540,0.5,17,0.04047619048,36005014400,6091,1724,0.2830405516,6128,1451,0.2367819843,6128,648,0.1057441253,102666,0.102666,10519.54883
360050175006,360050175006,Block Group 6; Census Tract 175; Bronx County; New York,Bronx,1165,427,427,1,407,385,0.9459459459,484,0.4154506438,129,0.1107296137,4,0.003433476395,630,0.5407725322,0,0,527,0.452360515,138,0.3231850117,36005017500,6228,2433,0.390655106,6228,1498,0.2405266538,6228,432,0.06936416185,13207,0.013207,88210.7973
360050199006,360050199006,Block Group 6; Census Tract 199; Bronx County; New York,Bronx,1238,570,497,0.8719298246,622,328,0.5273311897,149,0.120355412,128,0.1033925687,0,0,276,0.2229402262,0,0,962,0.7770597738,220,0.3859649123,36005019900,6781,2421,0.3570269872,6852,1175,0.1714827788,6852,388,0.05662580269,41289,0.041289,29983.77292
360050210016,360050210016,Block Group 6; Census Tract 210.01; Bronx County; New York,Bronx,529,309,289,0.9352750809,240,90,0.375,19,0.0359168242,139,0.2627599244,38,0.07183364839,240,0.4536862004,0,0,251,0.4744801512,75,0.2427184466,36005021001,7346,1393,0.1896270079,7347,1249,0.1700013611,7347,587,0.07989655642,19596,0.019596,26995.30516
360050210026,360050210026,Block Group 6; Census Tract 210.02; Bronx County; New York,Bronx,626,280,247,0.8821428571,269,176,0.6542750929,102,0.1629392971,152,0.2428115016,9,0.01437699681,275,0.4392971246,199,0.3178913738,128,0.2044728435,0,0,36005021002,7410,1739,0.234682861,7434,837,0.112590799,7434,400,0.05380683347,17721,0.017721,35325.32024
360050216026,360050216026,Block Group 6; Census Tract 216.02; Bronx County; New York,Bronx,1294,444,421,0.9481981982,672,452,0.6726190476,411,0.3176197836,171,0.1321483771,0,0,714,0.5517774343,374,0.2890262751,206,0.1591962906,53,0.1193693694,36005021602,6027,1075,0.1783640285,6027,515,0.08544881367,6027,161,0.02671312427,15572,0.015572,83097.86797
360050225006,360050225006,Block Group 6; Census Tract 225; Bronx County; New York,Bronx,3451,945,945,1,913,692,0.7579408543,1155,0.3346855984,412,0.1193856853,32,0.009272674587,302,0.08751086642,0,0,3117,0.903216459,279,0.2952380952,36005022500,7960,2048,0.2572864322,8040,1852,0.2303482587,8040,1000,0.1243781095,27721,0.027721,124490.4585
360050239006,360050239006,Block Group 6; Census Tract 239; Bronx County; New York,Bronx,719,253,253,1,194,160,0.824742268,147,0.2044506259,111,0.1543810848,27,0.03755215577,278,0.3866481224,0,0,414,0.5757997218,0,0,36005023900,8570,3371,0.3933488915,8591,1269,0.1477127226,8591,1558,0.1813525783,24315,0.024315,29570.22414
360050267026,360050267026,Block Group 6; Census Tract 267.02; Bronx County; New York,Bronx,1651,453,423,0.9337748344,735,436,0.5931972789,481,0.2913385827,74,0.04482132041,83,0.05027256208,157,0.0950938825,0,0,1411,0.8546335554,184,0.4061810155,36005026702,6827,1379,0.2019920902,6817,1045,0.1532932375,6817,692,0.1015109286,28214,0.028214,58517.04827
360050279006,360050279006,Block Group 6; Census Tract 279; Bronx County; New York,Bronx,2587,810,810,1,1024,781,0.7626953125,925,0.3575570158,101,0.03904136065,482,0.1863161964,0,0,0,0,1882,0.7274835717,211,0.2604938272,36005027900,8037,1379,0.1715814359,8003,1313,0.1640634762,8003,540,0.06747469699,23648,0.023648,109396.1434
360050300006,360050300006,Block Group 6; Census Tract 300; Bronx County; New York,Bronx,435,217,164,0.7557603687,142,55,0.3873239437,94,0.216091954,80,0.183908046,116,0.2666666667,58,0.1333333333,2,0.004597701149,206,0.4735632184,20,0.09216589862,36005030000,6860,625,0.09110787172,6920,604,0.08728323699,6920,295,0.0426300578,59419,0.059419,7320.890624
360050358006,360050358006,Block Group 6; Census Tract 358; Bronx County; New York,Bronx,1696,641,295,0.4602184087,1130,644,0.5699115044,249,0.1468160377,247,0.1456367925,38,0.02240566038,1189,0.7010613208,0,0,469,0.2765330189,27,0.04212168487,36005035800,6673,619,0.09276187622,6673,688,0.103102053,6673,214,0.03206953394,78492,0.078492,21607.29756
360050363006,360050363006,Block Group 6; Census Tract 363; Bronx County; New York,Bronx,1153,260,244,0.9384615385,232,22,0.09482758621,398,0.3451864701,107,0.09280138768,41,0.03555941023,551,0.4778837814,0,0,561,0.4865568083,28,0.1076923077,36005036300,6714,2729,0.4064641049,6718,1478,0.2200059542,6718,348,0.05180113129,48902,0.048902,23577.76778
360050381006,360050381006,Block Group 6; Census Tract 381; Bronx County; New York,Bronx,1083,670,670,1,380,311,0.8184210526,110,0.1015697138,65,0.06001846722,43,0.03970452447,476,0.4395198523,0,0,564,0.5207756233,107,0.1597014925,36005038100,6523,2154,0.3302161582,6543,1032,0.1577258138,6543,591,0.09032553874,53997,0.053997,20056.66981
360050386006,360050386006,Block Group 6; Census Tract 386; Bronx County; New York,Bronx,889,371,371,1,409,317,0.7750611247,388,0.4364454443,13,0.0146231721,27,0.0303712036,702,0.7896512936,0,0,132,0.1484814398,0,0,36005038600,7985,1631,0.2042579837,8012,1044,0.1303045432,8012,524,0.06540189715,24345,0.024345,36516.73855
360050391006,360050391006,Block Group 6; Census Tract 391; Bronx County; New York,Bronx,200,59,59,1,134,126,0.9402985075,0,0,23,0.115,0,0,16,0.08,7,0.035,177,0.885,36,0.6101694915,36005039100,6048,2033,0.3361441799,6071,1192,0.1963432713,6071,820,0.1350683578,20499,0.020499,9756.573491
360050393006,360050393006,Block Group 6; Census Tract 393; Bronx County; New York,Bronx,1325,606,606,1,193,134,0.6943005181,185,0.1396226415,201,0.1516981132,0,0,232,0.1750943396,0,0,1045,0.7886792453,119,0.196369637,36005039300,8776,3306,0.3767092069,8847,1510,0.1706793263,8847,368,0.04159602125,29077,0.029077,45568.66252
360050405026,360050405026,Block Group 6; Census Tract 405.02; Bronx County; New York,Bronx,1581,540,440,0.8148148148,540,266,0.4925925926,453,0.2865275142,225,0.1423149905,49,0.03099304238,418,0.2643896268,0,0,1086,0.6869070209,137,0.2537037037,36005040502,5615,2013,0.3585040071,5574,601,0.1078220309,5574,444,0.0796555436,29347,0.029347,53872.62753
360050413006,360050413006,Block Group 6; Census Tract 413; Bronx County; New York,Bronx,1165,436,436,1,608,329,0.5411184211,268,0.2300429185,0,0,61,0.05236051502,141,0.1210300429,0,0,963,0.8266094421,20,0.04587155963,36005041300,7251,2037,0.2809267687,7327,889,0.1213320595,7327,818,0.1116418725,22087,0.022087,52745.95916
360050415006,360050415006,Block Group 6; Census Tract 415; Bronx County; New York,Bronx,850,391,391,1,355,276,0.7774647887,154,0.1811764706,171,0.2011764706,87,0.1023529412,94,0.1105882353,40,0.04705882353,574,0.6752941176,108,0.2762148338,36005041500,5555,1288,0.2318631863,5555,536,0.09648964896,5555,597,0.1074707471,31347,0.031347,27115.83246
360050419006,360050419006,Block Group 6; Census Tract 419; Bronx County; New York,Bronx,1774,624,624,1,848,531,0.6261792453,550,0.3100338219,101,0.05693348365,0,0,191,0.1076662909,126,0.0710259301,1413,0.7965050733,55,0.08814102564,36005041900,6199,1059,0.1708340055,6212,885,0.1424661945,6212,567,0.09127495171,13865,0.013865,127948.0707
360050425006,360050425006,Block Group 6; Census Tract 425; Bronx County; New York,Bronx,706,281,223,0.793594306,240,118,0.4916666667,136,0.1926345609,73,0.1033994334,27,0.03824362606,34,0.04815864023,260,0.3682719547,374,0.5297450425,110,0.3914590747,36005042500,6693,2209,0.330046317,6808,1020,0.1498237368,6808,522,0.07667450059,23274,0.023274,30334.27859
360050426006,360050426006,Block Group 6; Census Tract 426; Bronx County; New York,Bronx,624,217,20,0.09216589862,180,0,0,158,0.2532051282,263,0.421474359,65,0.1041666667,539,0.8637820513,0,0,0,0,0,0,36005042600,6635,1090,0.1642803316,6660,1193,0.1791291291,6660,739,0.110960961,73444,0.073444,8496.269266
360050067006,360050067006,Block Group 6; Census Tract 67; Bronx County; New York,Bronx,3410,962,915,0.9511434511,1037,805,0.7762777242,1716,0.5032258065,75,0.0219941349,0,0,291,0.0853372434,0,0,3119,0.9146627566,120,0.1247401247,36005006700,7588,4164,0.5487612019,7664,2566,0.3348121086,7664,704,0.09185803758,24250,0.02425,140618.5567
360050079006,360050079006,Block Group 6; Census Tract 79; Bronx County; New York,Bronx,1111,441,441,1,206,0,0,354,0.3186318632,80,0.07200720072,0,0,90,0.08100810081,0,0,1021,0.9189918992,0,0,36005007900,6809,2128,0.3125275371,6829,1449,0.2121833358,6829,438,0.064138234,31241,0.031241,35562.24193
360050083006,360050083006,Block Group 6; Census Tract 83; Bronx County; New York,Bronx,727,366,366,1,231,129,0.5584415584,174,0.2393397524,110,0.15130674,25,0.03438789546,113,0.1554332875,0,0,534,0.734525447,87,0.237704918,36005008300,6285,1895,0.3015115354,6287,1554,0.2471767139,6287,661,0.1051375855,53986,0.053986,13466.45427
360050093016,360050093016,Block Group 6; Census Tract 93.01; Bronx County; New York,Bronx,236,38,38,1,61,0,0,137,0.5805084746,0,0,0,0,0,0,0,0,236,1,38,1,36005009301,5623,1460,0.2596478748,5714,1124,0.1967098355,5714,697,0.1219810991,135531,0.135531,1741.299039
360050210017,360050210017,Block Group 7; Census Tract 210.01; Bronx County; New York,Bronx,2235,1106,1106,1,844,508,0.6018957346,437,0.1955257271,398,0.1780760626,104,0.04653243848,752,0.3364653244,391,0.1749440716,909,0.4067114094,183,0.1654611212,36005021001,7346,1393,0.1896270079,7347,1249,0.1700013611,7347,587,0.07989655642,42949,0.042949,52038.46423
360050210027,360050210027,Block Group 7; Census Tract 210.02; Bronx County; New York,Bronx,823,318,280,0.8805031447,317,134,0.4227129338,305,0.3705953827,155,0.1883353584,295,0.3584447145,41,0.04981773998,176,0.2138517618,295,0.3584447145,62,0.1949685535,36005021002,7410,1739,0.234682861,7434,837,0.112590799,7434,400,0.05380683347,13654,0.013654,60275.37718
360050239007,360050239007,Block Group 7; Census Tract 239; Bronx County; New York,Bronx,948,357,329,0.9215686275,433,320,0.7390300231,292,0.3080168776,63,0.0664556962,0,0,222,0.2341772152,0,0,726,0.7658227848,84,0.2352941176,36005023900,8570,3371,0.3933488915,8591,1269,0.1477127226,8591,1558,0.1813525783,14283,0.014283,66372.6108
360050251007,360050251007,Block Group 7; Census Tract 251; Bronx County; New York,Bronx,1181,469,438,0.933901919,461,271,0.5878524946,44,0.03725656224,292,0.2472480948,0,0,626,0.5300592718,32,0.02709568163,523,0.4428450466,0,0,36005025100,6983,2828,0.4049835314,6983,1730,0.2477445224,6983,813,0.116425605,22280,0.02228,53007.18133
360050386007,360050386007,Block Group 7; Census Tract 386; Bronx County; New York,Bronx,954,407,407,1,397,183,0.4609571788,337,0.3532494759,76,0.07966457023,0,0,635,0.6656184486,68,0.071278826,216,0.2264150943,0,0,36005038600,7985,1631,0.2042579837,8012,1044,0.1303045432,8012,524,0.06540189715,38962,0.038962,24485.39603
360050413007,360050413007,Block Group 7; Census Tract 413; Bronx County; New York,Bronx,1639,578,553,0.9567474048,653,406,0.6217457887,492,0.3001830384,159,0.09701037218,401,0.2446613789,14,0.008541793777,25,0.01525320317,1164,0.7101891397,95,0.1643598616,36005041300,7251,2037,0.2809267687,7327,889,0.1213320595,7327,818,0.1116418725,26850,0.02685,61042.83054
360050419007,360050419007,Block Group 7; Census Tract 419; Bronx County; New York,Bronx,983,464,379,0.8168103448,601,248,0.4126455907,101,0.1027466938,72,0.07324516785,55,0.05595116989,219,0.2227873856,430,0.4374364191,137,0.1393692777,88,0.1896551724,36005041900,6199,1059,0.1708340055,6212,885,0.1424661945,6212,567,0.09127495171,27804,0.027804,35354.62523
360050425007,360050425007,Block Group 7; Census Tract 425; Bronx County; New York,Bronx,836,318,318,1,417,232,0.5563549161,131,0.1566985646,71,0.08492822967,29,0.03468899522,133,0.1590909091,413,0.4940191388,261,0.3122009569,98,0.3081761006,36005042500,6693,2209,0.330046317,6808,1020,0.1498237368,6808,522,0.07667450059,30935,0.030935,27024.40601
