GEOID_TEXT,GEOID,NAME,borough,total_population,total_households,no_vehicle_households,no_vehicle_rate,total_workers_16_plus,public_transit_workers,public_transit_commute_rate,under_18_population,under_18_rate,age_65_plus_population,age_65_plus_rate,white_non_hispanic_population,white_non_hispanic_rate,black_non_hispanic_population,black_non_hispanic_rate,asian_non_hispanic_population,asian_non_hispanic_rate,hispanic_population,hispanic_rate,limited_english_households,limited_english_rate,TRACT_GEOID,tract_poverty_universe,tract_below_poverty_population,tract_poverty_rate,tract_disability_universe,tract_disabled_population,tract_disability_rate,tract_insurance_universe,tract_uninsured_population,tract_uninsured_rate,ALAND,land_area_sq_km,population_density_per_sq_km,ewm_accessibility_score
360850177021,360850177021,Block Group 1; Census Tract 177.02; Richmond County; New York,Staten Island,948,424,93,0.2193396226415094,399,110,0.2756892230576441,162,0.170886075949367,273,0.2879746835443038,664,0.70042194092827,0,0.0,97,0.1023206751054852,128,0.1350210970464135,63,0.1485849056603773,36085017702,2117,289,0.1365139348134152,2117,331,0.1563533301842229,2117,10,0.004723665564478,311987,0.311987,3038.5881463009673,0.6716367076654739
360850017001,360850017001,Block Group 1; Census Tract 17; Richmond County; New York,Staten Island,593,218,78,0.3577981651376147,267,27,0.1011235955056179,91,0.1534569983136593,174,0.2934232715008432,240,0.4047217537942664,205,0.3456998313659359,40,0.0674536256323777,70,0.118043844856661,25,0.1146788990825688,36085001700,1606,149,0.0927770859277708,1606,217,0.135118306351183,1606,95,0.0591531755915317,205521,0.205521,2885.349915580403,0.9534824261948884
360850187011,360850187011,Block Group 1; Census Tract 187.01; Richmond County; New York,Staten Island,1091,369,174,0.4715447154471545,455,80,0.1758241758241758,350,0.3208065994500458,99,0.0907424381301558,666,0.6104491292392301,44,0.0403299725022914,159,0.1457378551787351,150,0.1374885426214482,31,0.084010840108401,36085018701,1859,177,0.0952124798278644,1915,174,0.0908616187989556,1915,65,0.0339425587467362,162716,0.162716,6704.933749600531,0.6444485712353947
360850187031,360850187031,Block Group 1; Census Tract 187.03; Richmond County; New York,Staten Island,2244,710,391,0.5507042253521127,778,46,0.0591259640102827,520,0.231729055258467,650,0.2896613190730838,1060,0.4723707664884135,75,0.0334224598930481,898,0.4001782531194296,105,0.0467914438502673,0,0.0,36085018703,3663,370,0.101010101010101,3663,323,0.0881790881790881,3663,48,0.0131040131040131,231409,0.231409,9697.11636107498,0.6048844541264027
360850187041,360850187041,Block Group 1; Census Tract 187.04; Richmond County; New York,Staten Island,2585,610,164,0.2688524590163934,862,15,0.0174013921113689,671,0.2595744680851063,693,0.2680851063829787,2080,0.804642166344294,66,0.025531914893617,209,0.0808510638297872,124,0.0479690522243713,52,0.0852459016393442,36085018704,4309,91,0.0211185889997679,4309,304,0.0705500116036203,4309,30,0.0069621721977256,312588,0.312588,8269.671260573023,0.3579506216765558
360850189011,360850189011,Block Group 1; Census Tract 189.01; Richmond County; New York,Staten Island,2452,719,115,0.1599443671766342,1019,280,0.2747791952894995,636,0.2593800978792822,414,0.1688417618270799,1756,0.7161500815660685,2,0.0008156606851549,354,0.1443719412724306,281,0.114600326264274,30,0.0417246175243393,36085018901,5794,724,0.1249568519157749,5814,619,0.1064671482628139,5814,494,0.0849673202614379,523868,0.523868,4680.568387456382,0.6194484614478333
360850189021,360850189021,Block Group 1; Census Tract 189.02; Richmond County; New York,Staten Island,1404,512,63,0.123046875,736,203,0.2758152173913043,362,0.2578347578347578,252,0.1794871794871795,645,0.4594017094017094,29,0.0206552706552706,510,0.3632478632478632,135,0.0961538461538461,180,0.3515625,36085018902,5643,1004,0.1779195463405989,5643,555,0.0983519404572036,5643,69,0.012227538543328,236926,0.236926,5925.9009142095,0.6206759063101517
360850018001,360850018001,Block Group 1; Census Tract 18; Richmond County; New York,Staten Island,449,146,146,1.0,168,0,0.0,163,0.3630289532293986,9,0.0200445434298441,211,0.4699331848552338,94,0.2093541202672605,25,0.0556792873051225,88,0.1959910913140311,0,0.0,36085001800,427,27,0.063231850117096,346,7,0.0202312138728323,346,20,0.0578034682080924,910163,0.910163,493.3182298115832,0.9222786997893516
360850197001,360850197001,Block Group 1; Census Tract 197; Richmond County; New York,Staten Island,1289,445,71,0.1595505617977528,831,152,0.1829121540312876,206,0.1598138091543832,121,0.0938712179984484,874,0.6780449961210241,0,0.0,131,0.1016291698991466,271,0.2102404965089216,0,0.0,36085019700,1975,28,0.0141772151898734,1975,171,0.0865822784810126,1975,76,0.0384810126582278,142540,0.14254,9043.075627893924,0.6443304555531094
360850198001,360850198001,Block Group 1; Census Tract 198; Richmond County; New York,Staten Island,1661,477,82,0.1719077568134172,824,14,0.0169902912621359,508,0.3058398555087296,124,0.0746538229981938,1294,0.7790487658037327,49,0.0295003010234798,281,0.1691751956652619,37,0.0222757375075255,38,0.0796645702306079,36085019800,7341,683,0.0930390954910775,7341,758,0.1032556872360713,7341,100,0.0136221223266584,2404501,2.404501,690.7878183456775,0.7857074839289242
