GEOID_TEXT,GEOID,NAME,borough,total_population,total_households,no_vehicle_households,no_vehicle_rate,total_workers_16_plus,public_transit_workers,public_transit_commute_rate,under_18_population,under_18_rate,age_65_plus_population,age_65_plus_rate,white_non_hispanic_population,white_non_hispanic_rate,black_non_hispanic_population,black_non_hispanic_rate,asian_non_hispanic_population,asian_non_hispanic_rate,hispanic_population,hispanic_rate,limited_english_households,limited_english_rate,TRACT_GEOID,tract_poverty_universe,tract_below_poverty_population,tract_poverty_rate,tract_disability_universe,tract_disabled_population,tract_disability_rate,tract_insurance_universe,tract_uninsured_population,tract_uninsured_rate,ALAND,land_area_sq_km,population_density_per_sq_km,ewm_accessibility_score
360050131001,360050131001,Block Group 1; Census Tract 131; Bronx County; New York,Bronx,1438,877,877,1.0,427,304,0.711943793911007,328,0.2280945757997218,184,0.1279554937413073,15,0.0104311543810848,582,0.4047287899860918,0,0.0,768,0.5340751043115438,181,0.2063854047890536,36005013100,5277,2083,0.3947318552207693,5288,1725,0.3262102874432678,5288,188,0.0355521936459909,64958,0.064958,22137.381077003603,0.8330260476591157
360050132001,360050132001,Block Group 1; Census Tract 132; Bronx County; New York,Bronx,1210,399,269,0.6741854636591479,609,173,0.2840722495894909,445,0.3677685950413223,137,0.1132231404958677,19,0.0157024793388429,594,0.4909090909090909,99,0.0818181818181818,498,0.4115702479338843,43,0.1077694235588972,36005013200,7083,397,0.0560496964563038,7083,1809,0.2554002541296061,7083,276,0.0389665396018636,74394,0.074394,16264.75253380649,0.4936233337606343
360050133001,360050133001,Block Group 1; Census Tract 133; Bronx County; New York,Bronx,2625,1077,1077,1.0,726,394,0.5426997245179064,622,0.2369523809523809,343,0.1306666666666666,0,0.0,506,0.1927619047619047,0,0.0,1990,0.758095238095238,151,0.1402042711234911,36005013300,6087,2857,0.4693609331361918,6087,1733,0.2847051092492196,6087,101,0.0165927386232955,52079,0.052079,50404.193628909925,0.8242126070535474
360050135001,360050135001,Block Group 1; Census Tract 135; Bronx County; New York,Bronx,515,112,105,0.9375,60,13,0.2166666666666666,282,0.5475728155339806,0,0.0,0,0.0,0,0.0,0,0.0,515,1.0,83,0.7410714285714286,36005013500,4075,1977,0.4851533742331288,4075,925,0.2269938650306748,4075,91,0.0223312883435582,51627,0.051627,9975.400468746971,0.840990065163577
360050138001,360050138001,Block Group 1; Census Tract 138; Bronx County; New York,Bronx,1843,732,224,0.3060109289617486,756,96,0.1269841269841269,467,0.2533912099837221,392,0.2126966901790558,1223,0.6635919696147585,0,0.0,69,0.037438958220293,526,0.2854042322300597,8,0.0109289617486338,36005013800,3062,568,0.1854996734160679,3062,615,0.2008491182233834,3062,75,0.0244937949052906,609051,0.609051,3026.0191675245587,0.7883486275779059
360050141001,360050141001,Block Group 1; Census Tract 141; Bronx County; New York,Bronx,2887,1050,1038,0.9885714285714284,1064,789,0.7415413533834586,992,0.343609282992726,87,0.030135088326983,125,0.0432975406996882,1347,0.4665742985798407,0,0.0,1415,0.490128160720471,93,0.0885714285714285,36005014100,7856,2133,0.2715122199592668,7744,1466,0.1893078512396694,7744,475,0.0613378099173553,55933,0.055933,51615.325478697734,0.7953359507520014
360050143001,360050143001,Block Group 1; Census Tract 143; Bronx County; New York,Bronx,1647,743,743,1.0,485,181,0.3731958762886598,377,0.2289010321797207,197,0.1196114146933819,34,0.0206435944140862,516,0.3132969034608379,116,0.0704310868245294,917,0.5567698846387371,144,0.1938088829071332,36005014300,1617,800,0.494743351886209,1647,487,0.2956891317547055,1647,54,0.0327868852459016,129711,0.129711,12697.45819552698,0.80773459154173
360050144001,360050144001,Block Group 1; Census Tract 144; Bronx County; New York,Bronx,477,419,419,1.0,15,0,0.0,47,0.0985324947589098,430,0.90146750524109,40,0.0838574423480083,48,0.10062893081761,0,0.0,372,0.779874213836478,130,0.3102625298329355,36005014400,6091,1724,0.2830405516335577,6128,1451,0.2367819843342036,6128,648,0.1057441253263707,28497,0.028497,16738.60406358564,0.7428937669469999
360050145001,360050145001,Block Group 1; Census Tract 145; Bronx County; New York,Bronx,1825,846,846,1.0,492,184,0.3739837398373983,336,0.1841095890410959,500,0.273972602739726,29,0.0158904109589041,1137,0.623013698630137,0,0.0,644,0.3528767123287671,69,0.0815602836879432,36005014500,6678,3537,0.5296495956873315,6679,1278,0.1913460098817188,6679,681,0.1019613714627938,47267,0.047267,38610.44703492923,0.9399187972811328
360050147011,360050147011,Block Group 1; Census Tract 147.01; Bronx County; New York,Bronx,2778,988,988,1.0,903,590,0.6533776301218162,973,0.3502519798416126,152,0.0547156227501799,0,0.0,1451,0.5223182145428366,0,0.0,363,0.1306695464362851,39,0.0394736842105263,36005014701,6085,3678,0.6044371405094494,6094,1472,0.2415490646537578,6094,707,0.1160157531998687,41236,0.041236,67368.3189446115,0.8347737669864772
360050147021,360050147021,Block Group 1; Census Tract 147.02; Bronx County; New York,Bronx,1095,497,497,1.0,278,278,1.0,254,0.2319634703196347,327,0.2986301369863013,0,0.0,230,0.2100456621004566,0,0.0,839,0.7662100456621005,67,0.1348088531187122,36005014702,4950,1795,0.3626262626262626,4950,667,0.1347474747474747,4950,159,0.0321212121212121,19172,0.019172,57114.54204047569,0.789924209059265
360050149001,360050149001,Block Group 1; Census Tract 149; Bronx County; New York,Bronx,1838,561,561,1.0,331,315,0.9516616314199396,1005,0.5467899891186072,168,0.0914036996735582,24,0.0130576713819368,754,0.4102285092491839,0,0.0,1060,0.5767138193688792,103,0.1836007130124777,36005014900,4631,2036,0.4396458648240121,4631,802,0.1731807385014035,4631,386,0.0833513280069099,70408,0.070408,26104.98806953755,0.8717560302255424
360050151001,360050151001,Block Group 1; Census Tract 151; Bronx County; New York,Bronx,757,197,197,1.0,247,69,0.2793522267206478,247,0.3262879788639365,43,0.0568031704095112,24,0.0317040951122853,556,0.7344782034346103,0,0.0,177,0.2338177014531043,37,0.1878172588832487,36005015100,5051,1603,0.3173628984359533,5199,1580,0.3039045970378919,5199,576,0.1107905366416618,33848,0.033848,22364.689198770975,0.8369117889540785
360050152001,360050152001,Block Group 1; Census Tract 152; Bronx County; New York,Bronx,1030,336,136,0.4047619047619047,389,65,0.1670951156812339,266,0.258252427184466,152,0.1475728155339805,408,0.3961165048543689,106,0.1029126213592233,0,0.0,392,0.3805825242718446,61,0.181547619047619,36005015200,2474,286,0.1156022635408245,2562,299,0.1167056986729117,2562,47,0.0183450429352068,119828,0.119828,8595.653770404246,0.7059265876255978
360050153001,360050153001,Block Group 1; Census Tract 153; Bronx County; New York,Bronx,2032,1080,986,0.912962962962963,577,233,0.4038128249566724,580,0.2854330708661417,250,0.1230314960629921,0,0.0,822,0.4045275590551181,0,0.0,1162,0.5718503937007874,123,0.1138888888888888,36005015300,3596,896,0.2491657397107897,3603,872,0.2420205384401887,3603,169,0.0469053566472384,150117,0.150117,13536.10850203508,0.818673414280302
360050155001,360050155001,Block Group 1; Census Tract 155; Bronx County; New York,Bronx,2388,828,811,0.9794685990338164,963,667,0.6926272066458983,624,0.2613065326633166,309,0.1293969849246231,3,0.0012562814070351,619,0.259212730318258,0,0.0,1766,0.7395309882747069,172,0.2077294685990338,36005015500,3016,839,0.278183023872679,3016,857,0.2841511936339522,3016,254,0.0842175066312997,31627,0.031627,75505.10639643342,0.8138476517708049
360050158001,360050158001,Block Group 1; Census Tract 158; Bronx County; New York,Bronx,1490,534,281,0.5262172284644194,667,199,0.2983508245877061,220,0.1476510067114094,375,0.2516778523489933,434,0.2912751677852349,111,0.074496644295302,94,0.0630872483221476,851,0.5711409395973155,59,0.1104868913857678,36005015800,1490,285,0.1912751677852349,1490,313,0.2100671140939597,1490,3,0.0020134228187919,162176,0.162176,9187.549329123916,0.8435773055456084
360050159001,360050159001,Block Group 1; Census Tract 159; Bronx County; New York,Bronx,1415,626,600,0.9584664536741214,627,114,0.1818181818181818,325,0.2296819787985865,261,0.1844522968197879,7,0.004946996466431,111,0.0784452296819788,0,0.0,1297,0.91660777385159,194,0.3099041533546325,36005015900,2405,890,0.3700623700623701,2405,751,0.3122661122661123,2405,214,0.0889812889812889,63632,0.063632,22237.23912496857,0.763181874226092
360050160001,360050160001,Block Group 1; Census Tract 160; Bronx County; New York,Bronx,1407,707,352,0.4978783592644978,688,166,0.2412790697674418,87,0.0618336886993603,473,0.3361762615493959,671,0.4769012082444918,15,0.0106609808102345,61,0.0433546552949538,660,0.4690831556503198,36,0.0509193776520509,36005016000,3832,576,0.150313152400835,3848,543,0.1411122661122661,3848,158,0.041060291060291,182805,0.182805,7696.726019529006,0.7335718169548542
360050161001,360050161001,Block Group 1; Census Tract 161; Bronx County; New York,Bronx,1440,670,670,1.0,218,79,0.3623853211009174,508,0.3527777777777778,235,0.1631944444444444,23,0.0159722222222222,837,0.58125,0,0.0,557,0.3868055555555555,142,0.2119402985074626,36005016100,4703,1763,0.3748671061024878,4703,1425,0.3029980863278758,4703,107,0.0227514352540931,137874,0.137874,10444.318725793117,0.6133827333660968
360050162001,360050162001,Block Group 1; Census Tract 162; Bronx County; New York,Bronx,943,232,125,0.5387931034482759,303,79,0.2607260726072607,256,0.271474019088017,226,0.23966065747614,303,0.3213149522799576,76,0.080593849416755,13,0.0137857900318133,542,0.574761399787911,31,0.1336206896551724,36005016200,1697,97,0.0571596935769004,1697,158,0.093105480259281,1697,33,0.0194460813199764,86315,0.086315,10925.099924694432,0.829888054373516
360050164001,360050164001,Block Group 1; Census Tract 164; Bronx County; New York,Bronx,1132,392,217,0.5535714285714286,459,153,0.3333333333333333,281,0.2482332155477031,212,0.1872791519434629,195,0.1722614840989399,181,0.1598939929328622,440,0.3886925795053003,304,0.2685512367491166,31,0.0790816326530612,36005016400,1132,243,0.2146643109540636,1132,156,0.1378091872791519,1132,30,0.0265017667844522,164578,0.164578,6878.197571971952,0.7980261500430985
360050165001,360050165001,Block Group 1; Census Tract 165; Bronx County; New York,Bronx,1311,376,376,1.0,595,210,0.3529411764705882,359,0.2738367658276125,62,0.0472921434019832,4,0.0030511060259344,506,0.3859649122807017,0,0.0,751,0.5728451563691839,0,0.0,36005016500,1311,285,0.217391304347826,1311,158,0.1205186880244088,1311,124,0.0945842868039664,196842,0.196842,6660.1639893925085,0.7619566913739407
360050166001,360050166001,Block Group 1; Census Tract 166; Bronx County; New York,Bronx,1603,523,325,0.621414913957935,591,226,0.3824027072758037,521,0.3250155957579538,140,0.0873362445414847,388,0.2420461634435433,123,0.0767311291328758,29,0.0180910792264504,1061,0.6618839675608235,32,0.0611854684512428,36005016600,2376,319,0.1342592592592592,2395,367,0.1532359081419624,2395,80,0.0334029227557411,153839,0.153839,10419.984529280611,0.8015053179131747
360050167001,360050167001,Block Group 1; Census Tract 167; Bronx County; New York,Bronx,1029,424,404,0.9528301886792452,294,150,0.5102040816326531,350,0.3401360544217687,107,0.1039844509232264,31,0.0301263362487852,430,0.4178814382896015,0,0.0,549,0.5335276967930029,91,0.2146226415094339,36005016700,2961,1095,0.3698074974670719,3015,621,0.2059701492537313,3015,260,0.0862354892205638,32864,0.032864,31310.856864654335,0.7889080247407383
360050169001,360050169001,Block Group 1; Census Tract 169; Bronx County; New York,Bronx,1944,607,562,0.9258649093904447,732,377,0.5150273224043715,542,0.2788065843621399,231,0.1188271604938271,18,0.0092592592592592,1133,0.5828189300411523,0,0.0,628,0.3230452674897119,75,0.1235584843492586,36005016900,1904,990,0.5199579831932774,1944,439,0.2258230452674897,1944,63,0.0324074074074074,92914,0.092914,20922.573562649333,0.8196338116271498
360050016001,360050016001,Block Group 1; Census Tract 16; Bronx County; New York,Bronx,2174,819,819,1.0,1096,414,0.3777372262773723,388,0.1784728610855565,362,0.1665133394664213,0,0.0,952,0.4379024839006439,0,0.0,1059,0.4871205151793928,52,0.0634920634920634,36005001600,5329,808,0.151623193844999,5412,1105,0.2041759053954175,5412,152,0.0280857354028085,77719,0.077719,27972.56784055379,0.6007092950914344
360050173001,360050173001,Block Group 1; Census Tract 173; Bronx County; New York,Bronx,684,293,293,1.0,331,212,0.6404833836858006,123,0.1798245614035087,79,0.1154970760233918,0,0.0,0,0.0,22,0.0321637426900584,662,0.9678362573099416,99,0.3378839590443686,36005017300,5265,1590,0.301994301994302,5265,1784,0.3388414055080722,5265,408,0.0774928774928774,48882,0.048882,13992.880815023937,0.7118929175358415
360050175001,360050175001,Block Group 1; Census Tract 175; Bronx County; New York,Bronx,1491,680,680,1.0,426,217,0.5093896713615024,556,0.3729040912139503,108,0.0724346076458752,0,0.0,1031,0.6914822266934944,0,0.0,460,0.3085177733065057,223,0.3279411764705882,36005017500,6228,2433,0.390655105973025,6228,1498,0.2405266538214515,6228,432,0.0693641618497109,24334,0.024334,61272.29390975589,0.8833147472761406
360050177011,360050177011,Block Group 1; Census Tract 177.01; Bronx County; New York,Bronx,872,306,272,0.8888888888888888,376,138,0.3670212765957447,230,0.2637614678899082,31,0.0355504587155963,17,0.0194954128440367,257,0.2947247706422018,62,0.0711009174311926,536,0.6146788990825688,0,0.0,36005017701,5025,1261,0.2509452736318407,4984,774,0.1552969502407704,4984,606,0.1215890850722311,46090,0.04609,18919.5053156867,0.8391682052697843
360050177021,360050177021,Block Group 1; Census Tract 177.02; Bronx County; New York,Bronx,975,209,101,0.4832535885167464,336,114,0.3392857142857143,432,0.4430769230769231,103,0.1056410256410256,0,0.0,373,0.3825641025641025,161,0.1651282051282051,268,0.2748717948717948,70,0.3349282296650718,36005017702,5232,1818,0.3474770642201835,5232,944,0.1804281345565749,5232,359,0.0686162079510703,22820,0.02282,42725.67922874671,0.8039498545913688
360050179011,360050179011,Block Group 1; Census Tract 179.01; Bronx County; New York,Bronx,2887,1037,954,0.9199614271938285,1129,806,0.7139061116031886,669,0.2317284378247315,218,0.0755109109802563,0,0.0,585,0.202632490474541,47,0.0162798753030827,2205,0.7637686179425008,319,0.3076181292189007,36005017901,4968,1002,0.2016908212560386,4968,731,0.1471417069243156,4968,473,0.0952093397745571,41995,0.041995,68746.27931896655,0.9006354202432338
360050179021,360050179021,Block Group 1; Census Tract 179.02; Bronx County; New York,Bronx,1102,406,406,1.0,629,443,0.7042925278219396,247,0.2241379310344827,140,0.1270417422867513,7,0.0063520871143375,731,0.6633393829401089,0,0.0,364,0.3303085299455535,64,0.1576354679802955,36005017902,3030,483,0.1594059405940594,3030,610,0.2013201320132013,3030,303,0.1,46625,0.046625,23635.388739946386,0.9424289545469238
360050181011,360050181011,Block Group 1; Census Tract 181.01; Bronx County; New York,Bronx,1407,535,494,0.9233644859813084,575,278,0.4834782608695652,410,0.2914001421464108,196,0.1393034825870646,0,0.0,396,0.2814498933901919,2,0.0014214641080312,1009,0.7171286425017769,131,0.2448598130841121,36005018101,2876,665,0.2312239221140473,2876,589,0.204798331015299,2876,497,0.1728094575799721,46691,0.046691,30134.287121715104,0.7466767994159897
360050181021,360050181021,Block Group 1; Census Tract 181.02; Bronx County; New York,Bronx,913,576,576,1.0,318,194,0.610062893081761,16,0.0175246440306681,487,0.5334063526834611,90,0.0985761226725082,278,0.3044906900328587,0,0.0,545,0.5969331872946331,386,0.6701388888888888,36005018102,5066,1583,0.3124753257007501,5107,1084,0.2122576855296651,5107,308,0.0603093792833365,31207,0.031207,29256.256609094115,0.9437154934079818
360050183011,360050183011,Block Group 1; Census Tract 183.01; Bronx County; New York,Bronx,1511,893,893,1.0,480,201,0.41875,114,0.0754467240238252,576,0.3812045003309067,174,0.115155526141628,331,0.2190602250165453,98,0.0648577101257445,829,0.5486432825943084,341,0.3818589025755879,36005018301,3933,1116,0.2837528604118993,3933,964,0.2451055174167302,3933,207,0.0526315789473684,29027,0.029027,52054.983291418335,0.8960852836257457
360050183021,360050183021,Block Group 1; Census Tract 183.02; Bronx County; New York,Bronx,1478,651,651,1.0,694,239,0.3443804034582132,473,0.3200270635994587,126,0.0852503382949932,0,0.0,931,0.6299052774018945,0,0.0,525,0.3552097428958051,0,0.0,36005018302,3295,787,0.2388467374810318,3295,490,0.1487101669195751,3295,202,0.0613050075872534,29514,0.029514,50077.9291183845,0.8227863985916838
360050184001,360050184001,Block Group 1; Census Tract 184; Bronx County; New York,Bronx,806,275,162,0.5890909090909091,402,150,0.373134328358209,168,0.2084367245657568,217,0.2692307692307692,383,0.4751861042183622,0,0.0,63,0.0781637717121588,243,0.3014888337468983,31,0.1127272727272727,36005018400,3886,505,0.1299536798764796,3886,362,0.0931549150797735,3886,148,0.038085434894493,80967,0.080967,9954.672891424902,0.6960790307444344
360050185011,360050185011,Block Group 1; Census Tract 185.01; Bronx County; New York,Bronx,3775,1466,1451,0.9897680763983628,1474,866,0.587516960651289,1245,0.3298013245033112,385,0.1019867549668874,91,0.0241059602649006,1659,0.4394701986754967,0,0.0,1902,0.503841059602649,93,0.06343792633015,36005018501,3761,1162,0.3089603828768944,3775,592,0.1568211920529801,3775,381,0.1009271523178808,184081,0.184081,20507.27668797975,0.8415082465435456
360050185021,360050185021,Block Group 1; Census Tract 185.02; Bronx County; New York,Bronx,941,438,402,0.9178082191780822,287,151,0.5261324041811847,108,0.1147715196599362,106,0.1126461211477152,15,0.0159404888416578,173,0.18384697130712,0,0.0,712,0.7566418703506907,15,0.0342465753424657,36005018502,5479,2784,0.5081219200584048,5520,1178,0.2134057971014492,5520,361,0.0653985507246376,39913,0.039913,23576.278405532034,0.9059869136670032
360050189001,360050189001,Block Group 1; Census Tract 189; Bronx County; New York,Bronx,1567,496,496,1.0,722,499,0.6911357340720221,467,0.2980216975111678,32,0.0204211869814933,139,0.0887045309508615,246,0.1569878749202297,0,0.0,1136,0.7249521378430122,160,0.3225806451612903,36005018900,8034,2079,0.2587752053771471,8163,1420,0.1739556535587406,8163,337,0.041283841724856,210090,0.21009,7458.708172687896,0.769075619338823
360050019011,360050019011,Block Group 1; Census Tract 19.01; Bronx County; New York,Bronx,2260,1149,1149,1.0,1234,582,0.4716369529983792,483,0.213716814159292,73,0.0323008849557522,181,0.0800884955752212,945,0.4181415929203539,69,0.0305309734513274,975,0.4314159292035398,70,0.0609225413402959,36005001901,2258,507,0.2245349867139061,2259,401,0.1775121735281097,2259,255,0.1128818061088977,205007,0.205007,11024.013814162445,0.7536469142964672
360050019021,360050019021,Block Group 1; Census Tract 19.02; Bronx County; New York,Bronx,2079,624,592,0.9487179487179488,958,427,0.4457202505219206,238,0.1144781144781144,66,0.0317460317460317,61,0.0293410293410293,367,0.1765271765271765,0,0.0,1059,0.5093795093795094,93,0.1490384615384615,36005001902,2040,807,0.3955882352941176,2069,253,0.1222812953117448,2069,306,0.1478975350410826,469741,0.469741,4425.84317741053,0.6927569073490811
360050193001,360050193001,Block Group 1; Census Tract 193; Bronx County; New York,Bronx,1985,964,964,1.0,1127,882,0.782608695652174,395,0.198992443324937,171,0.0861460957178841,97,0.0488664987405541,1468,0.7395465994962217,0,0.0,345,0.1738035264483627,133,0.1379668049792531,36005019300,5735,859,0.1497820401046207,5949,1150,0.1933097999663809,5949,84,0.0141200201714573,33157,0.033157,59866.69481557439,0.813621296615636
360050194001,360050194001,Block Group 1; Census Tract 194; Bronx County; New York,Bronx,2117,696,416,0.5977011494252874,1054,466,0.4421252371916508,536,0.2531884742560227,313,0.1478507321681625,308,0.1454888993859234,278,0.1313179026924893,128,0.0604629192253188,1318,0.622579121398205,51,0.0732758620689655,36005019400,2117,166,0.0784128483703353,2117,322,0.1521020311761927,2117,38,0.0179499291450165,840142,0.840142,2519.8121269975786,0.646319537974133
360050195001,360050195001,Block Group 1; Census Tract 195; Bronx County; New York,Bronx,3285,1069,1069,1.0,954,655,0.6865828092243187,1257,0.382648401826484,340,0.1035007610350076,0,0.0,2279,0.6937595129375951,0,0.0,978,0.2977168949771689,144,0.1347053320860617,36005019500,6997,2781,0.3974560525939688,7738,1416,0.1829930214525717,7738,194,0.0250710777978805,50913,0.050913,64521.83135937776,0.9039654909381964
360050197001,360050197001,Block Group 1; Census Tract 197; Bronx County; New York,Bronx,2920,1073,1073,1.0,1145,847,0.7397379912663755,1040,0.3561643835616438,165,0.0565068493150684,175,0.059931506849315,442,0.1513698630136986,77,0.0263698630136986,2226,0.7623287671232877,15,0.0139794967381174,36005019700,7542,4287,0.5684168655529037,7628,1332,0.1746198217094913,7628,591,0.0774777136864184,29094,0.029094,100364.33628926928,0.9624244551259156
360050199001,360050199001,Block Group 1; Census Tract 199; Bronx County; New York,Bronx,377,263,263,1.0,75,75,1.0,66,0.1750663129973474,90,0.2387267904509283,0,0.0,124,0.3289124668435013,0,0.0,253,0.6710875331564987,118,0.4486692015209125,36005019900,6781,2421,0.3570269871700339,6852,1175,0.1714827787507297,6852,388,0.0566258026853473,23240,0.02324,16222.030981067126,0.8732841975272589
360050020011,360050020011,Block Group 1; Census Tract 20.01; Bronx County; New York,Bronx,2610,1027,1027,1.0,786,525,0.6679389312977099,669,0.2563218390804597,303,0.1160919540229885,0,0.0,999,0.3827586206896551,0,0.0,1471,0.5636015325670498,110,0.107108081791626,36005002001,4113,2155,0.523948456114758,4199,1211,0.2884020004763039,4199,225,0.0535841867111216,117921,0.117921,22133.462233190017,0.5609257910457304
360050020021,360050020021,Block Group 1; Census Tract 20.02; Bronx County; New York,Bronx,599,256,144,0.5625,208,102,0.4903846153846153,184,0.3071786310517529,207,0.345575959933222,0,0.0,73,0.1218697829716193,0,0.0,526,0.8781302170283807,88,0.34375,36005002002,3551,1526,0.4297381019431146,3609,1171,0.3244666112496536,3609,322,0.0892213909670268,75955,0.075955,7886.248436574288,0.5700673851356927
360050200001,360050200001,Block Group 1; Census Tract 200; Bronx County; New York,Bronx,1173,375,262,0.6986666666666667,498,272,0.5461847389558233,276,0.2352941176470588,175,0.1491901108269394,71,0.0605285592497868,54,0.0460358056265984,215,0.1832907075873827,714,0.6086956521739131,57,0.152,36005020000,4398,1156,0.2628467485220555,4398,448,0.1018644838562983,4398,359,0.0816280127330604,57532,0.057532,20388.65327122297,0.8625399408110747
360050201001,360050201001,Block Group 1; Census Tract 201; Bronx County; New York,Bronx,1180,370,370,1.0,271,133,0.4907749077490775,266,0.2254237288135593,43,0.0364406779661016,25,0.0211864406779661,183,0.1550847457627118,18,0.0152542372881355,951,0.8059322033898305,188,0.5081081081081081,36005020100,3845,1713,0.4455136540962289,3845,585,0.1521456436931079,3845,175,0.0455136540962288,210824,0.210824,5597.085720790801,0.6783125532400205
