TRACT_GEOID,borough,tract_poverty_universe,tract_below_poverty_population,tract_poverty_rate,tract_disability_universe,tract_disabled_population,tract_disability_rate,tract_insurance_universe,tract_uninsured_population,tract_uninsured_rate
36047019000,Brooklyn,4171,911,0.21841285063533925,4171,486,0.11651882042675617,4171,780,0.18700551426516424
36047019100,Brooklyn,2974,374,0.12575655682582382,3029,152,0.050181578078573784,3029,158,0.052162429844833276
36047019200,Brooklyn,3116,834,0.26765083440308085,3116,126,0.04043645699614891,3116,505,0.16206675224646983
36047019300,Brooklyn,4390,798,0.18177676537585422,6601,799,0.12104226632328435,6601,156,0.02363278291168005
36047019400,Brooklyn,3288,863,0.26246958637469586,3288,367,0.11161800486618005,3288,292,0.08880778588807786
36047019500,Brooklyn,4104,486,0.11842105263157894,4104,483,0.11769005847953216,4104,89,0.02168615984405458
36047019600,Brooklyn,3671,1202,0.327431217651866,3671,357,0.09724870607463906,3671,147,0.040043584854263146
36047019700,Brooklyn,3587,215,0.059938667410091996,3614,283,0.07830658550083011,3614,27,0.007470946319867183
36047019800,Brooklyn,1823,249,0.13658804168952277,1823,206,0.11300054854635216,1823,45,0.024684585847504114
36047019900,Brooklyn,4304,290,0.06737918215613382,4304,280,0.06505576208178439,4304,119,0.027648698884758363
36047020000,Brooklyn,2337,466,0.19940094137783482,2337,242,0.10355156183140779,2337,153,0.06546854942233633
36047020100,Brooklyn,3993,147,0.03681442524417731,3993,255,0.0638617580766341,3993,160,0.040070122714750814
36047020200,Brooklyn,1717,169,0.09842748980780432,1717,159,0.09260337798485731,1717,72,0.041933605125218404
36047020300,Brooklyn,2074,271,0.13066538090646093,2074,199,0.09594985535197685,2074,49,0.023625843780135006
36047020400,Brooklyn,2037,117,0.05743740795287187,2037,253,0.12420225822287678,2037,56,0.027491408934707903
36047020500,Brooklyn,3834,130,0.03390714658320292,3834,151,0.03938445487741262,3834,69,0.017996870109546165
36047020600,Brooklyn,2589,621,0.2398609501738123,2590,345,0.13320463320463322,2590,94,0.036293436293436294
36047020700,Brooklyn,4628,386,0.08340535868625756,4628,296,0.06395851339671564,4628,0,0.0
36047020800,Brooklyn,2559,338,0.13208284486127395,2573,407,0.15818111154294598,2573,50,0.0194325689856199
36047021000,Brooklyn,3794,998,0.26304691618344755,3794,482,0.12704269899841855,3794,441,0.11623616236162361
36047021100,Brooklyn,2778,424,0.15262778977681785,2778,381,0.13714902807775378,2778,275,0.09899208063354932
36047021200,Brooklyn,3150,660,0.20952380952380953,3150,413,0.13111111111111112,3150,224,0.07111111111111111
36047021300,Brooklyn,4523,1088,0.24054830864470483,4523,461,0.10192350210037586,4523,271,0.05991598496573071
36047021400,Brooklyn,2542,829,0.3261211644374508,2580,175,0.06782945736434108,2580,222,0.08604651162790698
36047021500,Brooklyn,5595,427,0.07631814119749776,5595,510,0.09115281501340483,5595,179,0.03199285075960679
36047021600,Brooklyn,3885,1885,0.4851994851994852,3885,247,0.06357786357786357,3885,250,0.06435006435006435
36047021700,Brooklyn,4192,560,0.13358778625954199,4210,505,0.11995249406175772,4210,301,0.07149643705463182
36047021800,Brooklyn,2760,456,0.16521739130434782,2760,108,0.0391304347826087,2760,208,0.07536231884057971
36047021900,Brooklyn,4258,426,0.10004697040864255,4258,359,0.08431188351338656,4258,242,0.05683419445749178
36047022000,Brooklyn,5854,1989,0.3397676802186539,5854,297,0.05073454048513837,5854,220,0.037581141100102494
36047022100,Brooklyn,3724,787,0.21133190118152523,3724,697,0.1871643394199785,3724,315,0.08458646616541353
36047022200,Brooklyn,4031,2052,0.5090548251054329,4050,176,0.04345679012345679,4050,320,0.07901234567901234
36047022400,Brooklyn,5786,1979,0.3420324922226063,5786,406,0.07016937435188386,5786,215,0.03715865883166263
36047022600,Brooklyn,2844,316,0.1111111111111111,2844,237,0.08333333333333333,2844,141,0.049578059071729956
36047022700,Brooklyn,4823,668,0.13850300642753474,4833,672,0.13904407200496585,4833,422,0.08731636664597558
36047022800,Brooklyn,3376,1299,0.3847748815165877,3485,363,0.10416068866571018,3485,54,0.015494978479196557
36047022900,Brooklyn,3645,401,0.11001371742112483,3645,247,0.06776406035665294,3645,188,0.051577503429355284
36047023000,Brooklyn,4202,2197,0.52284626368396,4202,276,0.06568300809138505,4202,289,0.06877677296525464
36047023100,Brooklyn,3530,331,0.09376770538243626,3530,292,0.08271954674220963,3530,180,0.05099150141643059
36047023200,Brooklyn,6610,2475,0.3744326777609682,6610,269,0.04069591527987897,6610,44,0.0066565809379727685
36047023300,Brooklyn,5988,2034,0.3396793587174349,5988,484,0.08082832331329326,5988,96,0.01603206412825651
36047023400,Brooklyn,5623,2019,0.35906099946647696,5663,360,0.06357054564718347,5663,92,0.016245806109835777
36047023500,Brooklyn,5527,1719,0.3110186357879501,5527,272,0.04921295458657499,5527,74,0.013388818527229961
36047023600,Brooklyn,6444,2163,0.3356610800744879,6444,292,0.04531346989447548,6444,61,0.00946617008069522
36047023800,Brooklyn,5584,1579,0.2827722063037249,5584,263,0.047098853868194845,5584,78,0.013968481375358166
36047024000,Brooklyn,5530,2669,0.4826401446654611,5530,277,0.05009041591320072,5530,90,0.0162748643761302
36047024100,Brooklyn,3154,719,0.22796448953709575,3154,390,0.12365250475586556,3154,139,0.044071020925808495
36047024200,Brooklyn,3402,941,0.27660199882422104,3402,202,0.059376837154614934,3402,36,0.010582010582010581
36047024300,Brooklyn,4419,600,0.13577732518669383,4419,638,0.1443765557818511,4419,109,0.024666214075582713
36047024400,Brooklyn,3529,1305,0.36979314253329554,3556,77,0.021653543307086614,3556,292,0.08211473565804274
36047024500,Brooklyn,4383,459,0.10472279260780287,4383,423,0.09650924024640657,4383,291,0.06639288158795345
36047024600,Brooklyn,3234,748,0.23129251700680273,3298,238,0.07216494845360824,3298,420,0.12734990903577925
36047024700,Brooklyn,2508,588,0.23444976076555024,2547,225,0.08833922261484099,2547,49,0.019238319591676482
36047024800,Brooklyn,2543,674,0.26504128981517894,2543,185,0.07274872198191112,2543,232,0.09123082972866693
36047024900,Brooklyn,4124,577,0.13991270611057227,4147,583,0.14058355437665782,4147,264,0.0636604774535809
36047025000,Brooklyn,1428,339,0.23739495798319327,1431,289,0.20195667365478687,1431,85,0.0593990216631726
36047025100,Brooklyn,3990,1493,0.37418546365914784,3975,619,0.15572327044025158,3975,232,0.05836477987421384
36047025200,Brooklyn,4460,729,0.16345291479820628,4460,400,0.08968609865470852,4460,245,0.05493273542600897
36047025300,Brooklyn,3904,1192,0.305327868852459,3904,343,0.08785860655737705,3904,220,0.05635245901639344
36047025400,Brooklyn,3437,870,0.2531277276694792,3437,291,0.08466686063427407,3437,235,0.06837358161187082
36047025500,Brooklyn,4940,1591,0.3220647773279352,4940,884,0.17894736842105263,4940,427,0.08643724696356275
36047025600,Brooklyn,2815,284,0.10088809946714032,2815,350,0.12433392539964476,2815,115,0.04085257548845471
36047025700,Brooklyn,3370,1317,0.3908011869436202,3370,207,0.06142433234421365,3370,377,0.11186943620178041
36047025800,Brooklyn,4068,1277,0.313913470993117,4068,442,0.10865290068829891,4068,297,0.07300884955752213
36047025901,Brooklyn,2217,474,0.21380243572395127,2217,115,0.05187189896256202,2217,95,0.04285069914298602
36047025902,Brooklyn,3796,1843,0.4855110642781876,3796,1022,0.2692307692307692,3796,467,0.12302423603793466
36047026000,Brooklyn,2861,371,0.12967493883257603,2909,403,0.13853557923685114,2909,331,0.11378480577518048
36047026100,Brooklyn,5728,1657,0.28928072625698326,5741,730,0.1271555478139697,5741,517,0.09005399756140045
36047026200,Brooklyn,2645,419,0.15841209829867675,2642,258,0.09765329295987887,2642,153,0.057910673732021196
36047026300,Brooklyn,2189,390,0.17816354499771586,2216,306,0.13808664259927797,2216,126,0.05685920577617329
36047026400,Brooklyn,4491,904,0.201291471832554,4554,320,0.07026789635485288,4554,658,0.14448836187966624
36047026500,Brooklyn,4099,870,0.21224688948524031,4099,361,0.08807026103927787,4099,343,0.08367894608441083
36047026600,Brooklyn,3399,656,0.19299794057075612,3401,150,0.04410467509556013,3401,187,0.05498382828579829
36047026700,Brooklyn,3933,245,0.06229341469616069,3933,164,0.041698449021103486,3933,71,0.018052377320111872
36047026800,Brooklyn,4414,631,0.14295423652016312,4414,340,0.07702763932940643,4414,334,0.07566832804712278
36047026900,Brooklyn,3444,630,0.18292682926829268,3444,335,0.0972706155632985,3444,200,0.05807200929152149
36047027000,Brooklyn,2582,649,0.25135553834237023,2582,262,0.10147172734314484,2582,82,0.031758326878388844
36047027100,Brooklyn,3637,532,0.14627440197965355,3637,347,0.09540830354687929,3637,254,0.06983777838878197
36047027200,Brooklyn,3750,977,0.26053333333333334,3750,479,0.12773333333333334,3750,457,0.12186666666666666
36047027300,Brooklyn,4154,347,0.08353394318728936,4175,615,0.1473053892215569,4175,135,0.032335329341317366
36047027400,Brooklyn,2938,308,0.10483321987746766,2938,541,0.18413886997957796,2938,482,0.1640571817562968
36047027500,Brooklyn,5272,1255,0.23805007587253416,5256,713,0.1356544901065449,5256,455,0.08656773211567732
36047027600,Brooklyn,3665,604,0.16480218281036835,3680,254,0.06902173913043479,3680,212,0.057608695652173914
36047027700,Brooklyn,4286,1233,0.2876808212785814,4301,753,0.1750755638223669,4301,443,0.10299930248779354
36047027800,Brooklyn,3134,390,0.1244416081684748,3134,446,0.14231014677728143,3134,158,0.05041480536056158
36047027900,Brooklyn,4260,766,0.17981220657276994,4260,432,0.10140845070422536,4260,411,0.09647887323943662
36047028000,Brooklyn,1708,187,0.1094847775175644,1708,90,0.05269320843091335,1708,210,0.12295081967213115
36047028100,Brooklyn,5194,1950,0.37543319214478243,5238,711,0.13573883161512026,5238,519,0.0990836197021764
36047028200,Brooklyn,3239,758,0.2340228465575795,3239,391,0.12071627045384378,3239,574,0.17721518987341772
36047028300,Brooklyn,3951,1182,0.29916476841306,3963,722,0.18218521322230632,3963,474,0.11960635881907646
36047028400,Brooklyn,3675,776,0.211156462585034,3675,498,0.13551020408163264,3675,90,0.024489795918367346
36047028501,Brooklyn,565,183,0.3238938053097345,565,117,0.20707964601769913,565,51,0.09026548672566372
36047028502,Brooklyn,3144,1674,0.5324427480916031,3144,844,0.2684478371501272,3144,125,0.03975826972010178
36047028600,Brooklyn,5092,2224,0.43676355066771405,5092,1001,0.19658287509819325,5092,301,0.05911233307148468
36047028700,Brooklyn,3396,1224,0.36042402826855124,3398,512,0.15067686874632136,3398,100,0.02942907592701589
36047028800,Brooklyn,3556,782,0.21991001124859394,3578,357,0.09977641140301845,3578,395,0.11039686975964226
36047028900,Brooklyn,4137,1401,0.3386511965192168,4147,321,0.07740535326742223,4147,640,0.15432843019049916
36047029000,Brooklyn,3710,1037,0.2795148247978437,3710,645,0.1738544474393531,3710,81,0.02183288409703504
36047029100,Brooklyn,3461,665,0.19214099971106616,3461,390,0.11268419531927189,3461,177,0.05114128864490032
36047029200,Brooklyn,2501,432,0.17273090763694524,2501,423,0.16913234706117553,2501,111,0.04438224710115954
36047029300,Brooklyn,3181,1127,0.3542911034265954,3181,385,0.12103112228858849,3181,83,0.026092423766111286
36047029400,Brooklyn,1622,289,0.1781750924784217,1622,268,0.16522811344019728,1622,108,0.06658446362515413
36047029500,Brooklyn,4043,959,0.23720009893643335,4043,329,0.08137521642344793,4043,207,0.05119960425426663
36047029600,Brooklyn,6463,1860,0.28779204703697975,6463,458,0.07086492341018102,6463,843,0.13043478260869565
36047029700,Brooklyn,4004,929,0.23201798201798202,4004,794,0.1983016983016983,4004,126,0.03146853146853147
36047029800,Brooklyn,3868,770,0.19906928645294725,3877,349,0.09001805519731751,3877,266,0.06860974980655146
36047029900,Brooklyn,3120,923,0.29583333333333334,3120,300,0.09615384615384616,3120,263,0.0842948717948718
36047030000,Brooklyn,4165,765,0.1836734693877551,4165,377,0.09051620648259304,4165,320,0.07683073229291716
36047030100,Brooklyn,3169,678,0.21394761754496686,3170,293,0.09242902208201893,3170,40,0.012618296529968454
36047030200,Brooklyn,3850,692,0.17974025974025973,3850,400,0.1038961038961039,3850,202,0.05246753246753247
36047030300,Brooklyn,5465,1520,0.27813357731015553,5465,864,0.15809698078682524,5465,296,0.05416285452881976
36047030400,Brooklyn,4498,616,0.13694975544686527,4525,484,0.10696132596685083,4525,389,0.08596685082872928
36047030500,Brooklyn,6688,873,0.1305322966507177,6688,516,0.07715311004784689,6688,283,0.04231459330143541
36047030600,Brooklyn,1893,260,0.13734812466983623,1897,307,0.161834475487612,1897,133,0.07011070110701106
36047030700,Brooklyn,6279,1754,0.27934384456123584,6299,966,0.153357675821559,6299,572,0.09080806477218606
36047030800,Brooklyn,1792,216,0.12053571428571429,1792,416,0.23214285714285715,1792,56,0.03125
36047030900,Brooklyn,2277,846,0.3715415019762846,2279,410,0.1799034664326459,2279,94,0.041246160596752963
36047031100,Brooklyn,3534,776,0.21958121109224674,3534,339,0.09592529711375213,3534,106,0.029994340690435765
36047031300,Brooklyn,4352,760,0.17463235294117646,4398,960,0.21828103683492497,4398,178,0.04047294224647567
36047031401,Brooklyn,4910,501,0.1020366598778004,4910,766,0.1560081466395112,4910,468,0.09531568228105906
36047031402,Brooklyn,0,0,,0,0,,0,0,
36047031500,Brooklyn,5179,749,0.14462251399884146,5179,452,0.08727553581772543,5179,149,0.028770032824869667
36047031701,Brooklyn,4262,472,0.11074612857813233,4300,366,0.08511627906976744,4300,229,0.05325581395348837
36047031702,Brooklyn,3609,366,0.10141313383208644,3622,297,0.08199889563776919,3622,140,0.03865267807840972
36047031900,Brooklyn,3412,247,0.0723915592028136,3412,354,0.10375146541617819,3412,7,0.0020515826494724504
36047032100,Brooklyn,4975,771,0.1549748743718593,4989,693,0.13890559230306676,4989,299,0.05993185007015434
36047032300,Brooklyn,3589,604,0.16829200334354974,3589,497,0.13847868487043744,3589,164,0.04569517971579827
36047032500,Brooklyn,7964,738,0.09266700150678052,7926,775,0.09777946000504668,7926,220,0.02775674993691648
36047032600,Brooklyn,10436,3568,0.3418934457646608,10522,1176,0.11176582398783501,10522,376,0.035734651206994865
36047032700,Brooklyn,2980,389,0.13053691275167786,2980,227,0.0761744966442953,2980,0,0.0
36047032800,Brooklyn,2847,777,0.27291886195995785,2918,535,0.18334475668265934,2918,141,0.04832076764907471
36047032900,Brooklyn,5411,1249,0.2308260949916836,5411,531,0.09813343189798558,5411,392,0.0724450194049159
36047033000,Brooklyn,4721,1935,0.409870790086846,4721,1094,0.23173056555814447,4721,122,0.02584198263079856
36047033100,Brooklyn,3822,1134,0.2967032967032967,3822,482,0.1261119832548404,3822,458,0.11983254840397697
36047033300,Brooklyn,4519,925,0.2046913033857048,4519,301,0.0666076565611861,4519,154,0.034078335915025446
36047033500,Brooklyn,3400,593,0.17441176470588235,3743,346,0.09243921987710393,3743,128,0.03419716804702111
36047033600,Brooklyn,4674,499,0.10676080445014977,4757,500,0.10510826150935464,4757,202,0.04246373764977927
36047033701,Brooklyn,2668,306,0.11469265367316342,2742,354,0.12910284463894967,2742,166,0.060539752005835154
36047033702,Brooklyn,1815,276,0.15206611570247933,1974,265,0.1342451874366768,1974,88,0.044579533941236066
36047033900,Brooklyn,5010,1267,0.25289421157684633,5010,713,0.14231536926147706,5010,203,0.040518962075848305
36047034000,Brooklyn,1662,631,0.3796630565583634,1662,426,0.2563176895306859,1662,73,0.043922984356197355
36047034100,Brooklyn,2319,455,0.19620526088831391,2319,186,0.08020698576972833,2319,125,0.05390254420008624
36047034200,Brooklyn,6608,2245,0.3397397094430993,6608,1601,0.2422820823244552,6608,186,0.028147699757869248
36047034300,Brooklyn,4548,1971,0.433377308707124,4548,981,0.21569920844327176,4548,467,0.10268249780123131
36047034500,Brooklyn,2698,228,0.08450704225352113,2698,255,0.09451445515196442,2698,182,0.06745737583395107
36047034700,Brooklyn,3728,808,0.2167381974248927,3728,524,0.1405579399141631,3728,307,0.08234978540772532
36047034800,Brooklyn,3011,618,0.2052474261042843,3011,182,0.060445034872135504,3011,449,0.14911989372301562
36047034901,Brooklyn,2324,430,0.18502581755593803,2298,130,0.05657093124456049,2298,284,0.12358572671888599
36047034902,Brooklyn,3396,531,0.15636042402826855,3396,286,0.08421672555948174,3396,115,0.03386336866902238
36047035000,Brooklyn,3169,421,0.13284947933101926,3169,1108,0.34963710949826443,3169,107,0.03376459450930893
36047035101,Brooklyn,1735,454,0.261671469740634,1735,289,0.1665706051873199,1735,100,0.05763688760806916
36047035102,Brooklyn,3400,1066,0.3135294117647059,3400,450,0.1323529411764706,3400,72,0.021176470588235293
36047035200,Brooklyn,1186,713,0.6011804384485666,1186,801,0.6753794266441822,1186,21,0.01770657672849916
36047035301,Brooklyn,2472,1024,0.41423948220064727,2483,270,0.10873942811115586,2483,227,0.09142166733789771
36047035302,Brooklyn,3058,460,0.15042511445389142,3059,367,0.11997384766263484,3059,195,0.06374632232755803
36047035400,Brooklyn,6075,587,0.09662551440329219,6075,1374,0.22617283950617284,6075,55,0.00905349794238683
36047035500,Brooklyn,5046,578,0.11454617518826793,5046,811,0.16072136345620294,5046,356,0.07055093143083631
36047035601,Brooklyn,2326,441,0.1895958727429063,2326,762,0.3276010318142734,2326,44,0.018916595012897677
36047035602,Brooklyn,6581,1027,0.15605531074304818,6581,1509,0.22929645950463456,6581,270,0.04102719951375171
36047035701,Brooklyn,2398,900,0.37531276063386154,2398,496,0.20683903252710592,2398,233,0.09716430358632193
36047035702,Brooklyn,0,0,,0,0,,0,0,
36047035900,Brooklyn,6788,1465,0.21582203889216264,6788,902,0.1328815556865056,6788,465,0.06850324101355333
36047036001,Brooklyn,2844,1005,0.35337552742616035,2844,871,0.3062587904360056,2844,279,0.0981012658227848
36047036002,Brooklyn,3726,918,0.2463768115942029,3726,1570,0.4213633923778851,3726,224,0.06011808910359635
36047036100,Brooklyn,3357,1238,0.36878165028299076,3358,786,0.23406789755807028,3358,424,0.1262656343061346
36047036200,Brooklyn,3078,1167,0.3791423001949318,3090,330,0.10679611650485436,3090,373,0.12071197411003236
36047036300,Brooklyn,5430,1056,0.19447513812154696,5430,808,0.14880294659300183,5430,241,0.04438305709023941
36047036400,Brooklyn,2288,356,0.1555944055944056,2288,185,0.08085664335664336,2288,207,0.09047202797202797
36047036501,Brooklyn,3139,548,0.1745778910481045,3139,722,0.2300095571838165,3139,83,0.026441541892322395
36047036502,Brooklyn,2380,647,0.2718487394957983,2388,232,0.09715242881072027,2388,390,0.16331658291457288
36047036600,Brooklyn,4134,948,0.22931785195936139,4134,361,0.08732462506047411,4134,820,0.19835510401548137
36047036700,Brooklyn,2091,594,0.28407460545193686,2091,154,0.07364897178383549,2091,388,0.18555714968914394
36047036900,Brooklyn,5616,1442,0.2567663817663818,5616,984,0.1752136752136752,5616,857,0.1525997150997151
36047037000,Brooklyn,3875,524,0.1352258064516129,3904,417,0.10681352459016394,3904,70,0.017930327868852458
36047037100,Brooklyn,4244,812,0.19132893496701225,4309,266,0.06173126015316779,4309,258,0.05987468090044094
36047037300,Brooklyn,4946,1016,0.2054185200161747,4952,715,0.14438610662358642,4952,494,0.09975767366720517
36047037401,Brooklyn,4758,758,0.15931063472047077,4758,921,0.1935687263556116,4758,151,0.03173602353930223
36047037402,Brooklyn,5843,1097,0.1877460208796851,5843,935,0.16002053739517372,5843,151,0.025842888926921104
36047037500,Brooklyn,3740,772,0.20641711229946524,3746,437,0.11665776828617191,3746,450,0.1201281366791244
36047037700,Brooklyn,4985,989,0.19839518555667002,5090,641,0.12593320235756386,5090,283,0.0555992141453831
36047037900,Brooklyn,4012,1414,0.3524426719840479,4012,466,0.11615154536390827,4012,206,0.05134596211365902
36047038100,Brooklyn,5138,975,0.1897625535227715,5138,817,0.15901128843908136,5138,276,0.053717399766446086
36047038200,Brooklyn,5222,2497,0.4781692837993106,5222,1393,0.2667560321715818,5222,147,0.028150134048257374
36047038300,Brooklyn,5465,1199,0.21939615736505033,5394,422,0.0782350760103819,5394,307,0.05691509084167594
36047038500,Brooklyn,3823,495,0.12947946638765367,3823,472,0.12346324875752027,3823,194,0.0507454878367774
36047038600,Brooklyn,3042,388,0.12754766600920447,3042,377,0.12393162393162394,3042,84,0.027613412228796843
36047038700,Brooklyn,5311,1378,0.25946149501035587,5311,338,0.06364149877612503,5311,126,0.023724345697608736
36047038800,Brooklyn,5301,1003,0.18920958309752878,5353,380,0.07098823089856156,5353,257,0.04801046142350084
36047038900,Brooklyn,3248,415,0.12777093596059114,3277,350,0.10680500457735734,3277,440,0.13426914861153494
36047039000,Brooklyn,2681,760,0.28347631480790747,2681,175,0.06527415143603134,2681,82,0.030585602387168967
36047039100,Brooklyn,5428,1331,0.24521002210759027,5428,950,0.17501842299189388,5428,310,0.05711127487103906
36047039200,Brooklyn,3091,511,0.16531866709802653,3091,213,0.06890973794888386,3091,284,0.0918796505985118
36047039300,Brooklyn,3798,620,0.16324381253291206,3798,309,0.08135860979462875,3798,450,0.11848341232227488
36047039400,Brooklyn,2259,683,0.3023461708720673,2259,209,0.09251881363435148,2259,62,0.027445772465692783
36047039500,Brooklyn,4083,1108,0.2713690913543963,4083,514,0.12588782757776146,4083,515,0.12613274553024736
36047039600,Brooklyn,1708,287,0.1680327868852459,1708,333,0.19496487119437939,1708,121,0.07084309133489461
36047039700,Brooklyn,3332,731,0.2193877551020408,3356,251,0.07479141835518474,3356,605,0.1802741358760429
36047039800,Brooklyn,2586,284,0.10982211910286156,2586,207,0.08004640371229699,2586,78,0.030162412993039442
36047039900,Brooklyn,3729,1056,0.2831858407079646,3745,708,0.1890520694259012,3745,334,0.08918558077436582
36047040000,Brooklyn,2549,511,0.20047077285209886,2570,235,0.0914396887159533,2570,205,0.07976653696498054
36047040100,Brooklyn,3349,924,0.2759032547028964,3349,398,0.11884144520752464,3349,145,0.04329650641982681
36047040200,Brooklyn,2414,727,0.3011599005799503,2414,105,0.043496271748135876,2414,104,0.04308202154101077
36047040300,Brooklyn,3970,518,0.1304785894206549,3980,486,0.1221105527638191,3980,207,0.05201005025125628
36047040400,Brooklyn,2604,264,0.10138248847926268,2604,172,0.06605222734254992,2604,97,0.037250384024577574
36047040500,Brooklyn,1653,197,0.1191772534785239,1644,176,0.1070559610705596,1644,154,0.09367396593673966
36047040600,Brooklyn,3706,452,0.12196438208310847,3726,364,0.09769189479334407,3726,109,0.029253891572732154
36047040700,Brooklyn,0,0,,0,0,,0,0,
36047040800,Brooklyn,3676,953,0.25924918389553864,3676,448,0.12187159956474429,3676,342,0.09303590859630033
36047040900,Brooklyn,3891,781,0.2007196093549216,3891,563,0.1446928810074531,3891,305,0.07838601901824724
36047041000,Brooklyn,1899,294,0.15481832543443919,1899,305,0.16061084781463927,1899,56,0.02948920484465508
36047041100,Brooklyn,2631,695,0.26415811478525275,2631,313,0.11896617255796275,2631,374,0.14215127328012162
36047041200,Brooklyn,2789,405,0.14521333811401937,2789,323,0.1158121190390821,2789,155,0.05557547508067408
36047041300,Brooklyn,3851,763,0.19813035575175278,3851,352,0.09140482991430797,3851,237,0.061542456504803944
36047041401,Brooklyn,1237,371,0.29991915925626517,1237,48,0.038803556992724336,1237,71,0.05739692805173808
36047041402,Brooklyn,2018,515,0.25520317145688803,2062,483,0.23423860329776916,2062,121,0.05868089233753637
36047041500,Brooklyn,4300,631,0.14674418604651163,4300,381,0.0886046511627907,4300,677,0.15744186046511627
36047041600,Brooklyn,1784,347,0.1945067264573991,1784,282,0.15807174887892378,1784,58,0.032511210762331835
36047041700,Brooklyn,3402,1169,0.3436213991769547,3402,940,0.27630805408583187,3402,195,0.05731922398589065
36047041800,Brooklyn,2280,450,0.19736842105263158,2350,392,0.16680851063829788,2350,115,0.04893617021276596
36047041900,Brooklyn,3479,1129,0.32451853981029033,3479,627,0.18022420235699912,3479,140,0.04024144869215292
36047042000,Brooklyn,1651,216,0.1308298001211387,1662,206,0.12394705174488568,1662,93,0.05595667870036101
36047042100,Brooklyn,4712,1259,0.2671901528013582,4712,626,0.13285229202037352,4712,367,0.07788624787775891
36047042200,Brooklyn,3037,891,0.2933816266052025,3163,278,0.08789124249130573,3163,386,0.12203604173253241
36047042300,Brooklyn,4283,395,0.09222507588139155,4283,281,0.06560821853840766,4283,1346,0.3142657016110203
36047042400,Brooklyn,3720,786,0.21129032258064517,3720,358,0.09623655913978495,3720,250,0.06720430107526881
36047042500,Brooklyn,2698,391,0.14492216456634543,2699,301,0.11152278621711745,2699,67,0.02482400889218229
36047042600,Brooklyn,4478,1004,0.22420723537293435,4528,574,0.12676678445229683,4528,415,0.09165194346289753
36047042700,Brooklyn,4098,481,0.1173743289409468,4098,272,0.06637384089799903,4098,557,0.13591996095656417
36047042800,Brooklyn,3636,185,0.05088008800880088,3636,433,0.11908690869086909,3636,174,0.04785478547854786
36047042900,Brooklyn,4630,1255,0.2710583153347732,4630,480,0.10367170626349892,4630,762,0.16457883369330453
36047043000,Brooklyn,3666,511,0.13938897981451173,3666,378,0.10310965630114566,3666,521,0.14211674849972722
36047043100,Brooklyn,3864,392,0.10144927536231885,3864,387,0.10015527950310558,3864,594,0.15372670807453417
36047043200,Brooklyn,3874,579,0.14945792462570986,3874,354,0.09137842023748063,3874,296,0.07640681466184822
36047043300,Brooklyn,4029,1205,0.29908165797964753,4029,470,0.1166542566393646,4029,277,0.06875155125341276
36047043400,Brooklyn,4095,1271,0.3103785103785104,4095,347,0.08473748473748474,4095,235,0.057387057387057384
36047043500,Brooklyn,4897,1442,0.2944659995915867,4897,504,0.10292015519705942,4897,521,0.10639166836838881
36047043600,Brooklyn,4341,892,0.2054826076940797,4341,509,0.11725408891960377,4341,722,0.16632112416493897
36047043700,Brooklyn,5034,974,0.19348430671434247,5034,348,0.06912991656734208,5034,348,0.06912991656734208
36047043800,Brooklyn,2530,439,0.17351778656126482,2530,333,0.13162055335968378,2530,66,0.02608695652173913
36047043900,Brooklyn,4172,680,0.1629913710450623,4172,603,0.14453499520613614,4172,368,0.08820709491850431
36047044000,Brooklyn,2586,426,0.16473317865429235,2586,183,0.07076566125290024,2586,117,0.04524361948955916
36047044100,Brooklyn,4632,1201,0.2592832469775475,4632,275,0.05936960276338515,4632,1199,0.25885146804835923
36047044200,Brooklyn,2268,447,0.1970899470899471,2268,369,0.1626984126984127,2268,54,0.023809523809523808
36047044300,Brooklyn,4740,492,0.10379746835443038,4740,493,0.1040084388185654,4740,492,0.10379746835443038
36047044400,Brooklyn,2677,856,0.31976092641016063,2677,265,0.09899140829286515,2677,155,0.05790063503922301
36047044500,Brooklyn,3944,574,0.14553752535496958,3944,537,0.13615618661257606,3944,511,0.12956389452332656
36047044600,Brooklyn,2123,116,0.054639660857277436,2123,89,0.041921808761187,2123,113,0.05322656617993406
36047044700,Brooklyn,2329,804,0.34521253756977244,2337,269,0.11510483525887891,2337,315,0.13478818998716302
36047044800,Brooklyn,1914,107,0.05590386624869383,1914,247,0.1290491118077325,1914,106,0.055381400208986416
36047044901,Brooklyn,2715,714,0.26298342541436465,2715,359,0.13222836095764273,2715,396,0.14585635359116023
36047044902,Brooklyn,0,0,,0,0,,0,0,
36047045000,Brooklyn,1147,573,0.4995640802092415,1147,132,0.11508282476024412,1147,0,0.0
36047045200,Brooklyn,2533,222,0.08764311093564943,2543,267,0.10499410145497444,2543,33,0.012976799056232795
36047045300,Brooklyn,1823,704,0.3861766319253977,1823,376,0.20625342841470104,1823,303,0.1662095447065277
36047045400,Brooklyn,2075,242,0.11662650602409638,2075,224,0.10795180722891566,2075,181,0.0872289156626506
36047045600,Brooklyn,2362,520,0.2201524132091448,2362,559,0.23666384419983066,2362,220,0.09314140558848434
36047045800,Brooklyn,1373,102,0.07428987618353969,1373,127,0.09249817916970138,1373,0,0.0
36047046000,Brooklyn,2997,601,0.20053386720053387,2997,371,0.12379045712379046,2997,165,0.055055055055055056
